Format Version,1.23,Take Name,Sofia chen31 1e mouv_002,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-10-27 11.14.59.167 ,Total Frames in Take,2799,Total Exported Frames,2799,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone
697,5.808333,0.083156,0.366527,-0.116072,-0.919386,-0.107291,0.855577,1.937544,0.023184,0.251012,-0.056983,-0.966027,-0.118747,0.927648,1.919663,-0.001760,0.209932,-0.063017,-0.975681,-0.135550,1.097082,1.907133,-0.126291,0.228198,-0.143179,-0.954713,-0.160538,1.297464,1.902482,-0.246912,0.211882,-0.080625,-0.942147,-0.209937,1.412063,1.939575,-0.003362,0.356943,-0.231050,-0.905095,-0.120669,1.258731,1.916026,-0.042358,0.874463,0.088573,-0.475052,-0.035921,1.313932,2.002005,0.387228,0.885127,-0.162072,0.200842,-0.186520,1.270213,2.229487,0.525019,0.840989,-0.063663,0.114188,-0.325846,1.410016,2.120873,-0.058471,0.077953,-0.028655,-0.994828,-0.186832,1.249784,1.886025,0.320991,-0.300546,-0.610029,-0.659168,-0.317748,1.243426,1.864991,-0.436190,0.312071,0.697424,0.475342,-0.338491,1.074532,2.082670,-0.562086,0.149680,0.587180,0.562917,-0.299401,0.983321,2.290453,-0.768516,-0.305990,-0.026954,0.561272,-0.042752,0.880719,1.997528,-0.278317,0.218522,-0.158497,-0.921774,-0.216767,0.944227,2.291695,-0.320781,0.304432,0.059682,-0.894907,-0.033834,0.603468,2.088759,0.206579,0.454487,0.034388,-0.865785,-0.171830,0.830436,1.877560,-0.069427,0.308891,-0.207248,-0.925643,-0.257807,0.513296,1.991045,-0.007275,0.541258,-0.027678,-0.840370,-0.052048,0.082400,1.992911,-0.262642,0.322245,0.060917,-0.907450,-0.108715,0.482676,2.136080,-0.024748,0.503720,-0.011969,-0.863429,-0.173784,0.017142,2.050864
698,5.816667,0.085196,0.377931,-0.117204,-0.914425,-0.105939,0.854197,1.941660,0.026586,0.261428,-0.053696,-0.963362,-0.117205,0.926176,1.923297,-0.004055,0.218977,-0.071483,-0.973100,-0.132333,1.093944,1.909898,-0.116600,0.235446,-0.140627,-0.954565,-0.160793,1.293862,1.905169,-0.251429,0.217164,-0.083513,-0.939494,-0.209601,1.409813,1.939801,-0.007783,0.363301,-0.230309,-0.902723,-0.120498,1.255812,1.919374,-0.054644,0.880421,0.099515,-0.460401,-0.036875,1.310259,2.006921,0.394426,0.879662,-0.158291,0.213467,-0.194389,1.258356,2.227907,0.525100,0.839622,-0.061734,0.124474,-0.328694,1.399557,2.114996,-0.058325,0.091683,-0.024579,-0.993775,-0.185926,1.245759,1.888137,0.338395,-0.290751,-0.610721,-0.654196,-0.316281,1.240693,1.863567,-0.442162,0.322886,0.692171,0.470252,-0.339757,1.074285,2.082876,-0.571195,0.155665,0.585786,0.553497,-0.300791,0.988691,2.293739,-0.767265,-0.315774,-0.036117,0.557033,-0.043004,0.879737,2.003161,-0.274356,0.231158,-0.164811,-0.918767,-0.225442,0.942312,2.292383,-0.320268,0.316134,0.049960,-0.891623,-0.035313,0.601041,2.096435,0.207058,0.466835,0.037415,-0.858948,-0.168874,0.828656,1.880159,-0.068638,0.323064,-0.210772,-0.920051,-0.258424,0.511804,1.991670,-0.006124,0.551851,-0.032860,-0.833273,-0.050153,0.082241,1.998549,-0.257635,0.339149,0.050426,-0.903360,-0.110439,0.479846,2.142313,-0.014932,0.522990,-0.016311,-0.852052,-0.172836,0.016430,2.053820
699,5.825000,0.087039,0.388324,-0.117434,-0.909856,-0.104887,0.852527,1.945720,0.028788,0.270791,-0.055568,-0.960602,-0.115864,0.924450,1.926968,-0.003755,0.227752,-0.072504,-0.971009,-0.131238,1.091832,1.912561,-0.115356,0.243207,-0.142882,-0.952433,-0.160025,1.291691,1.907363,-0.252458,0.223117,-0.085744,-0.937620,-0.209800,1.407789,1.941156,-0.012734,0.372041,-0.229084,-0.899413,-0.119913,1.253721,1.922285,-0.067184,0.885242,0.113357,-0.446076,-0.037848,1.307166,2.011898,0.401549,0.874245,-0.154284,0.225058,-0.201692,1.246359,2.225900,0.525010,0.838624,-0.059097,0.132597,-0.331102,1.389098,2.109190,-0.058210,0.101789,-0.027208,-0.992729,-0.184747,1.243540,1.889870,0.350160,-0.285988,-0.609453,-0.651280,-0.314546,1.237942,1.862622,-0.450695,0.327526,0.688671,0.464040,-0.340396,1.073942,2.083473,-0.580797,0.152320,0.593211,0.536260,-0.302228,0.993349,2.296543,-0.764898,-0.324987,-0.047740,0.554107,-0.043421,0.878301,2.008594,-0.271194,0.243042,-0.172747,-0.915174,-0.234644,0.939032,2.292486,-0.320866,0.328913,0.043891,-0.887094,-0.036182,0.598490,2.103270,0.207297,0.479390,0.040543,-0.851804,-0.166353,0.826753,1.882846,-0.068657,0.339016,-0.214647,-0.913390,-0.259456,0.510139,1.992101,-0.009710,0.563901,-0.034615,-0.825060,-0.048151,0.083190,2.003999,-0.259416,0.352692,0.044780,-0.897946,-0.112324,0.477152,2.147048,-0.014543,0.538109,-0.016788,-0.842583,-0.171894,0.016218,2.055376
700,5.833333,0.088967,0.398304,-0.117332,-0.905357,-0.103856,0.850771,1.949885,0.030481,0.279806,-0.057127,-0.957871,-0.114494,0.922647,1.930758,-0.002956,0.236302,-0.073114,-0.968921,-0.130056,1.089748,1.915533,-0.111392,0.251179,-0.146901,-0.950221,-0.158957,1.289574,1.909710,-0.255348,0.227787,-0.088279,-0.935477,-0.209695,1.405289,1.941697,-0.016511,0.380407,-0.229368,-0.895772,-0.119075,1.251655,1.925360,-0.080230,0.888837,0.129292,-0.432222,-0.038716,1.304536,2.016835,0.408052,0.869489,-0.148478,0.235448,-0.208221,1.234250,2.223395,0.523469,0.838479,-0.054836,0.141157,-0.333063,1.378692,2.103764,-0.056180,0.112131,-0.029972,-0.991651,-0.183315,1.241387,1.891811,0.354433,-0.289723,-0.604321,-0.652099,-0.312485,1.235168,1.861842,-0.461429,0.324694,0.688013,0.456394,-0.340588,1.074148,2.084603,-0.594228,0.148778,0.593500,0.522030,-0.303633,0.997221,2.299109,-0.762132,-0.334698,-0.057474,0.551207,-0.043825,0.876731,2.014055,-0.268954,0.254990,-0.179577,-0.911261,-0.243202,0.935236,2.292756,-0.322273,0.341151,0.036326,-0.882290,-0.037278,0.595549,2.109610,0.207001,0.491892,0.043903,-0.844550,-0.163888,0.824810,1.885715,-0.067280,0.350394,-0.219008,-0.908148,-0.260461,0.508309,1.992249,-0.011346,0.577671,-0.034730,-0.815452,-0.046259,0.083511,2.009870,-0.260087,0.366803,0.037514,-0.892414,-0.113955,0.473767,2.151164,-0.014638,0.552364,-0.015422,-0.833332,-0.171482,0.016055,2.056834
701,5.841667,0.091063,0.407898,-0.116650,-0.900955,-0.103069,0.848658,1.953931,0.032339,0.289541,-0.057989,-0.954860,-0.113280,0.920501,1.934453,-0.002156,0.245882,-0.074540,-0.966427,-0.128763,1.087343,1.918407,-0.108677,0.258602,-0.147898,-0.948388,-0.158079,1.287085,1.911844,-0.256980,0.232552,-0.091503,-0.933546,-0.209160,1.402715,1.942601,-0.020121,0.388587,-0.230086,-0.891996,-0.118415,1.249287,1.928315,-0.093484,0.891285,0.144663,-0.419458,-0.039812,1.301700,2.021569,0.413209,0.865521,-0.138676,0.246780,-0.214053,1.222126,2.220686,0.520584,0.839329,-0.045795,0.149739,-0.334519,1.368294,2.098595,-0.052075,0.123312,-0.030367,-0.990535,-0.181947,1.238819,1.893505,0.279106,-0.373132,-0.569860,-0.676854,-0.310412,1.232538,1.860656,-0.482556,0.306947,0.677180,0.462981,-0.330323,1.076945,2.088107,-0.603607,0.146582,0.597738,0.506834,-0.305566,1.000425,2.301294,-0.759542,-0.345168,-0.062775,0.547735,-0.044425,0.874724,2.019330,-0.268366,0.269019,-0.184364,-0.906432,-0.250609,0.930933,2.293515,-0.323620,0.352898,0.030314,-0.877391,-0.038194,0.592286,2.115324,0.209012,0.504448,0.047312,-0.836425,-0.161712,0.822592,1.888532,-0.065693,0.358522,-0.224826,-0.903659,-0.262532,0.506888,1.993487,-0.011655,0.592446,-0.032200,-0.804882,-0.044394,0.083084,2.016231,-0.262611,0.375327,0.033836,-0.888268,-0.115566,0.470203,2.154647,-0.015096,0.566806,-0.012128,-0.823624,-0.171458,0.015843,2.058308
702,5.850000,0.092847,0.417468,-0.115749,-0.896494,-0.102343,0.846447,1.957919,0.034254,0.299565,-0.058545,-0.951662,-0.112112,0.918272,1.938150,-0.001507,0.255809,-0.076344,-0.963707,-0.127388,1.084832,1.921296,-0.107429,0.266032,-0.149885,-0.946161,-0.157266,1.284465,1.913993,-0.257214,0.237142,-0.093863,-0.932091,-0.209084,1.400008,1.943843,-0.024565,0.396749,-0.230974,-0.888053,-0.117817,1.246817,1.931305,-0.105762,0.892623,0.160672,-0.407705,-0.041025,1.298687,2.026354,0.416246,0.862482,-0.126501,0.258576,-0.219286,1.210320,2.218066,0.517575,0.840160,-0.032802,0.158653,-0.335944,1.357868,2.093840,-0.050435,0.134151,-0.031739,-0.989168,-0.180580,1.236103,1.895199,0.269704,-0.390732,-0.555104,-0.682970,-0.308282,1.229564,1.859543,-0.492708,0.300032,0.676890,0.457209,-0.329937,1.078299,2.089737,-0.612195,0.143896,0.602277,0.491706,-0.307249,1.003573,2.303518,-0.754993,-0.353486,-0.076888,0.546919,-0.045109,0.872566,2.024534,-0.266551,0.279682,-0.192597,-0.902017,-0.259898,0.925355,2.292727,-0.325599,0.364229,0.023908,-0.872210,-0.039417,0.588351,2.120806,0.208758,0.514936,0.051244,-0.829840,-0.159577,0.820328,1.891305,-0.066324,0.377381,-0.228620,-0.894940,-0.263882,0.504820,1.993403,-0.013399,0.604403,-0.032787,-0.795891,-0.042930,0.083506,2.021713,-0.262848,0.383578,0.030414,-0.884791,-0.117240,0.465820,2.157773,-0.014883,0.581047,-0.012352,-0.813640,-0.170965,0.015720,2.059779
703,5.858333,0.094452,0.427100,-0.114641,-0.891921,-0.101796,0.843846,1.961779,0.035807,0.309945,-0.058659,-0.948267,-0.111100,0.915665,1.941763,-0.000757,0.266194,-0.078391,-0.960726,-0.126068,1.082220,1.924233,-0.108831,0.272885,-0.151577,-0.943777,-0.156573,1.281725,1.916097,-0.255131,0.241535,-0.095600,-0.931359,-0.209354,1.397350,1.945801,-0.029243,0.404853,-0.231635,-0.884072,-0.117359,1.244250,1.934294,-0.119184,0.893551,0.173767,-0.396443,-0.042374,1.295475,2.031118,0.417406,0.860119,-0.110817,0.271454,-0.223970,1.198558,2.215425,0.513864,0.841090,-0.015520,0.168136,-0.337218,1.347419,2.089317,-0.049126,0.145137,-0.032607,-0.987653,-0.179283,1.233254,1.896847,0.352656,-0.320728,-0.575299,-0.664679,-0.306155,1.226597,1.858365,-0.481729,0.308539,0.689961,0.443503,-0.342717,1.077794,2.088278,-0.609839,0.164575,0.539136,0.557085,-0.308849,1.002315,2.306883,-0.750699,-0.362296,-0.087426,0.545481,-0.046006,0.869976,2.029604,-0.265290,0.288389,-0.200359,-0.897947,-0.268258,0.919474,2.292288,-0.328043,0.373875,0.016612,-0.867369,-0.040402,0.584535,2.125874,0.206196,0.525785,0.053451,-0.823515,-0.157587,0.817716,1.893955,-0.064858,0.392893,-0.231909,-0.887495,-0.263568,0.501629,1.992476,-0.015772,0.617080,-0.033436,-0.786032,-0.041755,0.083978,2.027376,-0.266084,0.391963,0.024539,-0.880319,-0.118148,0.461323,2.160678,-0.015150,0.594231,-0.010723,-0.804080,-0.170649,0.015504,2.061058
704,5.866667,0.096808,0.436529,-0.113372,-0.887253,-0.101365,0.841179,1.965653,0.037066,0.320420,-0.058845,-0.944719,-0.110131,0.912973,1.945309,0.000016,0.276820,-0.080363,-0.957556,-0.124828,1.079517,1.927192,-0.108485,0.279909,-0.152517,-0.941605,-0.155914,1.278896,1.918199,-0.254187,0.245644,-0.097856,-0.930308,-0.209244,1.394514,1.947305,-0.033000,0.413832,-0.231552,-0.879794,-0.116970,1.241588,1.937298,-0.137185,0.895566,0.177630,-0.384174,-0.043925,1.292048,2.035990,0.417845,0.857920,-0.092409,0.284322,-0.228265,1.186448,2.212645,0.509493,0.841747,0.003863,0.178507,-0.338309,1.336967,2.085165,-0.050542,0.156979,-0.034513,-0.985704,-0.178003,1.230322,1.898494,0.356108,-0.325769,-0.565811,-0.668521,-0.303891,1.223397,1.856949,-0.485107,0.308555,0.689900,0.439889,-0.344635,1.078481,2.088636,-0.612217,0.171627,0.544059,0.547480,-0.310697,1.004531,2.308196,-0.746231,-0.371816,-0.094610,0.544004,-0.047014,0.867356,2.034618,-0.265805,0.298141,-0.206170,-0.893282,-0.275708,0.913114,2.292406,-0.328766,0.379194,0.008260,-0.864903,-0.041477,0.580362,2.129930,0.210660,0.535723,0.058785,-0.815578,-0.155717,0.815001,1.896688,-0.065103,0.396660,-0.237847,-0.884223,-0.267515,0.500625,1.994246,-0.017622,0.628616,-0.033330,-0.776802,-0.040788,0.084264,2.032550,-0.268408,0.402709,0.013722,-0.874983,-0.118376,0.456386,2.163892,-0.015600,0.606305,-0.009028,-0.795028,-0.170450,0.015354,2.062149
705,5.875000,0.098561,0.445887,-0.111954,-0.882574,-0.100867,0.838649,1.969448,0.038603,0.331320,-0.059679,-0.940838,-0.109111,0.910440,1.948876,0.000782,0.288051,-0.082373,-0.954065,-0.123673,1.076725,1.930033,-0.106924,0.287128,-0.152547,-0.939603,-0.155330,1.275972,1.920146,-0.254286,0.249333,-0.100570,-0.929009,-0.208830,1.391561,1.948370,-0.037040,0.422584,-0.230386,-0.875770,-0.116699,1.238833,1.940188,-0.152794,0.896666,0.183331,-0.372874,-0.045455,1.288245,2.040709,0.416610,0.855909,-0.073787,0.297341,-0.232021,1.174763,2.209985,0.505232,0.841820,0.024371,0.188374,-0.339277,1.326517,2.081179,-0.047266,0.168170,-0.032299,-0.984094,-0.176756,1.227295,1.899966,0.356697,-0.329512,-0.557963,-0.672954,-0.301717,1.220967,1.855622,-0.489190,0.309878,0.688606,0.436453,-0.345980,1.078427,2.088136,-0.615045,0.177368,0.548182,0.538291,-0.312365,1.006413,2.309533,-0.740959,-0.381372,-0.102173,0.543227,-0.047971,0.864809,2.039542,-0.265795,0.306635,-0.211940,-0.889050,-0.283030,0.906149,2.292301,-0.329941,0.387432,0.004745,-0.860821,-0.042862,0.575113,2.134009,0.211140,0.546285,0.062638,-0.808127,-0.153764,0.812488,1.899355,-0.064861,0.407692,-0.241811,-0.878127,-0.269152,0.498578,1.994196,-0.018309,0.639114,-0.033781,-0.768151,-0.040050,0.084359,2.037120,-0.270871,0.402939,0.014550,-0.874104,-0.120227,0.450959,2.166215,-0.015158,0.617371,-0.008144,-0.786484,-0.170344,0.015176,2.063085
706,5.883333,0.099673,0.455295,-0.110599,-0.877804,-0.100426,0.835829,1.973026,0.039456,0.341766,-0.060434,-0.937010,-0.108196,0.907632,1.952312,0.001309,0.298721,-0.083885,-0.950646,-0.122690,1.073921,1.932947,-0.105931,0.293954,-0.153106,-0.937512,-0.154747,1.273066,1.922322,-0.253143,0.252790,-0.102712,-0.928152,-0.208663,1.388779,1.949837,-0.041354,0.430756,-0.229173,-0.871905,-0.116458,1.236052,1.943230,-0.168742,0.897479,0.188111,-0.361486,-0.046917,1.284373,2.045460,0.415294,0.853737,-0.056072,0.309062,-0.235270,1.163111,2.207194,0.500391,0.841949,0.042811,0.197224,-0.339963,1.316172,2.077420,-0.046572,0.179672,-0.031993,-0.982103,-0.175561,1.224321,1.901674,0.352377,-0.335460,-0.550147,-0.678701,-0.299465,1.218200,1.854430,-0.493534,0.314058,0.684502,0.435028,-0.346327,1.077192,2.087368,-0.614563,0.183273,0.551077,0.533889,-0.314103,1.007927,2.310303,-0.735421,-0.391345,-0.109127,0.542306,-0.049029,0.861936,2.044245,-0.266015,0.314088,-0.218360,-0.884819,-0.290275,0.898613,2.291842,-0.328999,0.390765,-0.004899,-0.859673,-0.043935,0.570114,2.137564,0.212651,0.555092,0.066881,-0.801361,-0.151824,0.809721,1.901807,-0.065531,0.418382,-0.245564,-0.871986,-0.271158,0.496638,1.994476,-0.020229,0.648457,-0.034940,-0.760180,-0.039636,0.084865,2.041174,-0.271034,0.413823,0.001310,-0.869074,-0.120017,0.445181,2.169816,-0.015466,0.627347,-0.007529,-0.778550,-0.170216,0.015047,2.063783
707,5.891667,0.100442,0.464862,-0.109554,-0.872819,-0.100069,0.832873,1.976404,0.039848,0.352056,-0.061278,-0.933120,-0.107422,0.904687,1.955578,0.001885,0.309192,-0.084958,-0.947195,-0.121939,1.071161,1.935806,-0.107586,0.299781,-0.153761,-0.935369,-0.154212,1.270232,1.924472,-0.250228,0.255649,-0.104263,-0.927987,-0.208865,1.386196,1.952033,-0.045736,0.438522,-0.227241,-0.868313,-0.116308,1.233305,1.946221,-0.185129,0.898064,0.191714,-0.349935,-0.048326,1.280367,2.050073,0.414413,0.851318,-0.038712,0.319406,-0.238016,1.151422,2.204120,0.496105,0.841783,0.058541,0.204581,-0.340281,1.306121,2.073858,-0.046895,0.191425,-0.031963,-0.979865,-0.174453,1.221439,1.903371,0.360041,-0.329377,-0.547439,-0.679847,-0.297200,1.215508,1.853174,-0.494441,0.322162,0.680713,0.434015,-0.347940,1.075378,2.085829,-0.614789,0.192981,0.550566,0.530726,-0.315676,1.008992,2.310564,-0.729437,-0.400534,-0.116339,0.542180,-0.050242,0.858952,2.048741,-0.266063,0.321785,-0.224741,-0.880430,-0.297230,0.890665,2.291312,-0.327768,0.397621,-0.014549,-0.856886,-0.044679,0.564441,2.141390,0.214164,0.564334,0.070985,-0.794117,-0.149896,0.806793,1.904067,-0.065987,0.427442,-0.249068,-0.866548,-0.273119,0.494553,1.994460,-0.021567,0.656502,-0.035383,-0.753185,-0.039398,0.085064,2.044612,-0.270426,0.423363,-0.009178,-0.864609,-0.120016,0.438912,2.173074,-0.015774,0.635647,-0.006476,-0.771791,-0.170247,0.014860,2.064284
708,5.900000,0.100932,0.474095,-0.108303,-0.867939,-0.099741,0.830048,1.979766,0.040447,0.362025,-0.062835,-0.929168,-0.106675,0.901888,1.958886,0.002197,0.319405,-0.085513,-0.943749,-0.121397,1.068344,1.938577,-0.105837,0.306366,-0.153196,-0.933525,-0.153716,1.267377,1.926705,-0.249127,0.259009,-0.107146,-0.927022,-0.208353,1.383413,1.953426,-0.049572,0.445402,-0.225255,-0.865113,-0.116234,1.230488,1.949236,-0.202749,0.898606,0.192662,-0.338054,-0.049627,1.276363,2.054502,0.414328,0.849114,-0.024476,0.326710,-0.240057,1.139695,2.200781,0.490968,0.842376,0.071398,0.210369,-0.340386,1.296137,2.070572,-0.047227,0.202598,-0.031694,-0.977609,-0.173425,1.218571,1.905135,0.363935,-0.327195,-0.542998,-0.682384,-0.295008,1.212885,1.852154,-0.496615,0.332150,0.675424,0.432264,-0.349215,1.073933,2.084733,-0.611995,0.183707,0.617110,0.459226,-0.317470,1.013240,2.308730,-0.722990,-0.409168,-0.124087,0.542651,-0.051453,0.856043,2.053169,-0.265635,0.329495,-0.230605,-0.876181,-0.303946,0.882540,2.290643,-0.326604,0.404531,-0.023455,-0.853894,-0.045753,0.558096,2.145354,0.216010,0.572588,0.075273,-0.787285,-0.148029,0.804053,1.906363,-0.066963,0.434819,-0.252127,-0.861905,-0.275225,0.492800,1.994634,-0.022455,0.662904,-0.034789,-0.747559,-0.039302,0.084935,2.047337,-0.268521,0.430875,-0.017458,-0.861358,-0.120475,0.432042,2.176401,-0.015828,0.642337,-0.004697,-0.766245,-0.170436,0.014628,2.064592
709,5.908333,0.101405,0.482840,-0.106858,-0.863229,-0.099605,0.827313,1.983107,0.040934,0.371180,-0.064013,-0.925447,-0.106109,0.899186,1.962200,0.002462,0.328724,-0.085532,-0.940542,-0.120949,1.065749,1.941427,-0.100785,0.314165,-0.153605,-0.931423,-0.153120,1.264779,1.929133,-0.249562,0.263798,-0.109654,-0.925259,-0.207761,1.381046,1.954075,-0.053308,0.451700,-0.223914,-0.861968,-0.116072,1.227884,1.952358,-0.219346,0.897856,0.196550,-0.327277,-0.050805,1.272733,2.058897,0.414248,0.847418,-0.012682,0.331844,-0.241326,1.128359,2.197451,0.486192,0.843124,0.081564,0.214724,-0.340254,1.286312,2.067685,-0.048761,0.213907,-0.034502,-0.975026,-0.172378,1.215988,1.907127,0.333048,-0.353374,-0.529023,-0.695946,-0.292661,1.209826,1.851308,-0.507093,0.329838,0.669679,0.430805,-0.345302,1.071413,2.084567,-0.615909,0.188461,0.614375,0.455722,-0.317969,1.013778,2.308613,-0.716898,-0.420381,-0.126376,0.541632,-0.052794,0.853189,2.057501,-0.258727,0.314107,-0.242470,-0.880685,-0.309917,0.873987,2.290533,-0.325725,0.412048,-0.031510,-0.850369,-0.046608,0.551307,2.149452,0.217096,0.579453,0.079726,-0.781503,-0.146417,0.801436,1.908712,-0.067491,0.439585,-0.255093,-0.858567,-0.277199,0.490991,1.994552,-0.024404,0.668160,-0.034935,-0.742797,-0.039316,0.085182,2.049433,-0.268111,0.438953,-0.025229,-0.857205,-0.120925,0.424799,2.179612,-0.016964,0.647287,-0.003173,-0.762051,-0.170474,0.014442,2.064614
710,5.916667,0.101103,0.491404,-0.105996,-0.858525,-0.099418,0.824553,1.986225,0.042439,0.381385,-0.065965,-0.921083,-0.105627,0.896462,1.965355,0.002746,0.339398,-0.086591,-0.936645,-0.120645,1.062906,1.943704,-0.104883,0.317560,-0.147757,-0.930765,-0.153033,1.261863,1.930792,-0.245865,0.265226,-0.113423,-0.925387,-0.206833,1.378449,1.956990,-0.057360,0.457800,-0.221660,-0.859067,-0.116428,1.225046,1.954832,-0.237173,0.897539,0.194679,-0.316660,-0.052368,1.268630,2.062621,0.415344,0.845596,-0.002903,0.335334,-0.242169,1.116933,2.194161,0.481815,0.844473,0.088147,0.216680,-0.339737,1.276634,2.065043,-0.050187,0.223576,-0.033637,-0.972812,-0.171663,1.213037,1.908329,0.360623,-0.329397,-0.533805,-0.690291,-0.290839,1.207328,1.850136,-0.502154,0.339903,0.669726,0.428689,-0.349717,1.069350,2.082160,-0.616352,0.197488,0.612885,0.453300,-0.319122,1.013604,2.307965,-0.709179,-0.430156,-0.133595,0.542387,-0.054102,0.850333,2.061573,-0.259691,0.328021,-0.247808,-0.873816,-0.316577,0.864782,2.289052,-0.325183,0.421782,-0.040742,-0.845397,-0.046830,0.544683,2.153288,0.218683,0.586033,0.084016,-0.775683,-0.144734,0.798772,1.910878,-0.068664,0.443798,-0.257461,-0.855595,-0.279147,0.489296,1.994583,-0.024463,0.671945,-0.034341,-0.739400,-0.039340,0.084946,2.050730,-0.271878,0.447493,-0.034448,-0.851261,-0.120764,0.417628,2.182061,-0.017162,0.650517,-0.001828,-0.759295,-0.170697,0.014285,2.064488
711,5.925000,0.100720,0.500955,-0.103714,-0.853313,-0.099435,0.822066,1.988748,0.041988,0.390703,-0.066980,-0.917116,-0.105152,0.894059,1.968025,0.002367,0.348665,-0.087182,-0.933181,-0.120300,1.060233,1.946260,-0.101726,0.325059,-0.148119,-0.928466,-0.152832,1.259149,1.933088,-0.244736,0.270100,-0.114098,-0.924193,-0.206893,1.376158,1.958049,-0.060979,0.462939,-0.221160,-0.856188,-0.116632,1.222359,1.957773,-0.254780,0.896346,0.193907,-0.306676,-0.053769,1.265137,2.066585,0.416290,0.844481,0.004191,0.336953,-0.242223,1.106080,2.191186,0.478206,0.845781,0.092152,0.217905,-0.339020,1.267171,2.062912,-0.050436,0.234421,-0.033930,-0.970233,-0.170919,1.210328,1.910172,0.364186,-0.325700,-0.529776,-0.693271,-0.288770,1.204727,1.849333,-0.500892,0.345671,0.667803,0.428554,-0.351355,1.067318,2.080722,-0.616866,0.204555,0.612348,0.450182,-0.320098,1.013098,2.307123,-0.701113,-0.438537,-0.142667,0.543849,-0.055768,0.847530,2.065169,-0.262429,0.356179,-0.249236,-0.861481,-0.323483,0.855813,2.286775,-0.324455,0.432848,-0.045212,-0.839838,-0.047766,0.536521,2.158698,0.220422,0.590729,0.087774,-0.771200,-0.143102,0.796602,1.912326,-0.069820,0.448073,-0.259579,-0.852628,-0.280696,0.488105,1.994464,-0.024650,0.674715,-0.034433,-0.736863,-0.039454,0.084865,2.051480,-0.267928,0.459428,-0.037391,-0.846016,-0.122407,0.409465,2.185573,-0.017357,0.652573,-0.000924,-0.757527,-0.170881,0.014142,2.064221
712,5.933333,0.100137,0.508661,-0.102512,-0.848957,-0.099429,0.819512,1.991616,0.042678,0.399218,-0.067661,-0.913360,-0.104852,0.891560,1.971006,0.002455,0.357365,-0.088061,-0.929801,-0.119921,1.057783,1.948785,-0.102496,0.329993,-0.146863,-0.926839,-0.152644,1.256636,1.935150,-0.242211,0.272887,-0.115215,-0.923900,-0.206777,1.373900,1.960105,-0.064954,0.468611,-0.220565,-0.852957,-0.116827,1.219908,1.960478,-0.268852,0.893366,0.198664,-0.300248,-0.055298,1.261775,2.070400,0.416777,0.843924,0.006550,0.337708,-0.241836,1.096091,2.189108,0.476699,0.846584,0.094519,0.217072,-0.338262,1.257724,2.061052,-0.049648,0.243797,-0.032302,-0.968016,-0.170193,1.207794,1.911866,0.366385,-0.321850,-0.526226,-0.696607,-0.286883,1.202705,1.848784,-0.500652,0.349059,0.667132,0.427130,-0.352917,1.065303,2.079217,-0.616844,0.208945,0.614190,0.445663,-0.320956,1.012393,2.306042,-0.692850,-0.447346,-0.149270,0.545490,-0.057142,0.844795,2.068869,-0.257153,0.354705,-0.258338,-0.860998,-0.329248,0.846410,2.285213,-0.324411,0.445246,-0.048629,-0.833156,-0.048143,0.528463,2.163661,0.221242,0.596339,0.091899,-0.766150,-0.141716,0.794230,1.914362,-0.070834,0.451122,-0.261648,-0.850301,-0.282399,0.486500,1.994110,-0.024548,0.676817,-0.034686,-0.734923,-0.039564,0.084785,2.051815,-0.269018,0.469769,-0.039249,-0.839884,-0.123745,0.401475,2.188063,-0.017525,0.653566,-0.000125,-0.756667,-0.171043,0.014031,2.063819
