Frame,Time (Seconds),X,Y,Z,W,X.1,Y.1,Z.1,X.2,Y.2,Z.2,W.1,X.3,Y.3,Z.3,X.4,Y.4,Z.4,W.2,X.5,Y.5,Z.5,X.6,Y.6,Z.6,W.3,X.7,Y.7,Z.7,X.8,Y.8,Z.8,W.4,X.9,Y.9,Z.9,X.10,Y.10,Z.10,W.5,X.11,Y.11,Z.11,X.12,Y.12,Z.12,W.6,X.13,Y.13,Z.13,X.14,Y.14,Z.14,W.7,X.15,Y.15,Z.15,X.16,Y.16,Z.16,W.8,X.17,Y.17,Z.17,X.18,Y.18,Z.18,W.9,X.19,Y.19,Z.19,X.20,Y.20,Z.20,W.10,X.21,Y.21,Z.21,X.22,Y.22,Z.22,W.11,X.23,Y.23,Z.23,X.24,Y.24,Z.24,W.12,X.25,Y.25,Z.25,X.26,Y.26,Z.26,W.13,X.27,Y.27,Z.27,X.28,Y.28,Z.28,W.14,X.29,Y.29,Z.29,X.30,Y.30,Z.30,W.15,X.31,Y.31,Z.31,X.32,Y.32,Z.32,W.16,X.33,Y.33,Z.33,X.34,Y.34,Z.34,W.17,X.35,Y.35,Z.35,X.36,Y.36,Z.36,W.18,X.37,Y.37,Z.37,X.38,Y.38,Z.38,W.19,X.39,Y.39,Z.39,X.40,Y.40,Z.40,W.20,X.41,Y.41,Z.41
317,2.641667,-0.021708,0.974535,-0.095699,0.201623,-0.070556,0.501142,0.586046,0.019937,0.982257,-0.108252,0.151841,-0.070812,0.568504,0.572633,0.020876,0.974775,-0.179566,0.130897,-0.056975,0.755914,0.532954,-0.090737,0.990857,0.072438,-0.068721,-0.038291,0.955022,0.459541,0.038836,0.966181,0.066624,-0.246062,-0.060803,1.072861,0.463061,0.114675,0.973787,-0.103823,0.166764,-0.072891,0.930169,0.459696,0.109201,0.883972,-0.201397,0.407564,-0.14543,0.945079,0.432153,0.294464,0.782346,-0.153931,0.526812,-0.341652,0.953885,0.19918,-0.473417,-0.555533,-0.072943,-0.679661,-0.389787,1.008581,0.033222,-0.087984,0.967876,-0.196746,0.12948,-0.008354,0.930591,0.477266,0.375084,0.672836,-0.52032,-0.368607,0.066785,0.948074,0.494334,0.191068,0.36229,-0.042324,-0.911289,0.20296,0.677379,0.462126,0.096449,0.48923,0.08936,-0.862187,0.070536,0.640378,0.349145,0.38593,0.768482,0.496497,0.118255,-0.14743,0.494365,0.553477,0.035375,0.998493,-0.041945,-0.000474,-0.307718,0.423915,0.265614,-0.029423,0.987772,-0.024923,-0.151063,-0.330253,0.05238,0.300382,-0.443845,0.847676,0.170061,0.235641,0.006318,0.507918,0.618614,0.050301,0.792125,-0.411486,0.447982,0.28685,0.323227,0.591951,-0.006436,0.807869,-0.164413,0.565928,0.111641,0.078305,0.820931,-0.010865,0.992673,0.000247,-0.120338,-0.36399,-0.009207,0.182825,-0.113021,0.858608,-0.053657,0.497131,0.217229,-0.005654,0.797421
318,2.65,-0.021918,0.974475,-0.095701,0.20189,-0.070745,0.501138,0.586023,0.019925,0.982128,-0.108729,0.152336,-0.071024,0.568499,0.572605,0.021045,0.974708,-0.179473,0.131496,-0.057144,0.755883,0.53275,-0.091318,0.99085,0.072157,-0.068344,-0.038349,0.955002,0.459397,0.038648,0.966304,0.066312,-0.245695,-0.060987,1.072757,0.462847,0.114367,0.973738,-0.103684,0.167342,-0.072953,0.930152,0.459504,0.109311,0.883965,-0.201053,0.407718,-0.145472,0.945008,0.43188,0.294361,0.782455,-0.154505,0.52654,-0.341602,0.95394,0.198836,-0.473278,-0.55553,-0.072587,-0.679799,-0.389877,1.008534,0.032842,-0.088779,0.96777,-0.196278,0.130436,-0.008437,0.930565,0.477155,0.37512,0.673039,-0.520413,-0.368068,0.06664,0.948188,0.494349,0.191984,0.361675,-0.042973,-0.91131,0.203041,0.677582,0.462349,0.097113,0.489262,0.088413,-0.862192,0.070498,0.640303,0.349634,0.38551,0.768463,0.496958,0.117814,-0.147599,0.494323,0.553416,0.035354,0.99849,-0.042041,-0.000441,-0.307775,0.423962,0.26547,-0.029319,0.987774,-0.025198,-0.151024,-0.330316,0.052392,0.300282,-0.443124,0.847726,0.170424,0.236555,0.006109,0.507953,0.61863,0.050942,0.792856,-0.409561,0.448378,0.286408,0.322914,0.591912,-0.013028,0.805547,-0.157052,0.571191,0.111007,0.075603,0.820019,-0.010654,0.992743,-0.003869,-0.119724,-0.364049,-0.009258,0.182757,-0.121036,0.857528,-0.050972,0.497392,0.218518,-0.006059,0.797144
319,2.658333,-0.022248,0.974374,-0.096252,0.202078,-0.070963,0.501065,0.586176,0.01983,0.981978,-0.109344,0.152871,-0.071269,0.568409,0.572675,0.021286,0.974609,-0.179472,0.132191,-0.057357,0.755879,0.532565,-0.092019,0.990842,0.071856,-0.067837,-0.038411,0.954993,0.459239,0.03863,0.966484,0.065905,-0.245096,-0.0612,1.072655,0.462613,0.113953,0.973707,-0.103404,0.167981,-0.07302,0.930152,0.459295,0.109277,0.884044,-0.200413,0.407871,-0.14552,0.94494,0.431586,0.294213,0.782502,-0.154912,0.526432,-0.341579,0.953999,0.198486,-0.473019,-0.555599,-0.072341,-0.679948,-0.389934,1.008489,0.032459,-0.089657,0.967651,-0.195918,0.131261,-0.00853,0.93055,0.477041,0.375158,0.673087,-0.520708,-0.367524,0.066488,0.948324,0.494336,0.193141,0.361242,-0.043628,-0.911206,0.203116,0.677798,0.462628,0.097833,0.489095,0.087738,-0.862274,0.070501,0.640202,0.350146,0.384941,0.768348,0.497678,0.117381,-0.147802,0.494175,0.553549,0.035418,0.998486,-0.042083,-0.000554,-0.307742,0.424001,0.265425,-0.029338,0.987776,-0.025377,-0.150974,-0.33033,0.052446,0.300279,-0.444299,0.847337,0.170282,0.235845,0.005875,0.507955,0.618803,0.049763,0.791972,-0.410982,0.448774,0.286625,0.323586,0.592185,-0.006459,0.808005,-0.164158,0.565808,0.111649,0.078267,0.821005,-0.010684,0.992746,-0.003915,-0.119691,-0.364044,-0.009248,0.182771,-0.112991,0.858648,-0.053395,0.497097,0.217253,-0.005652,0.797421
320,2.666667,-0.021244,0.974333,-0.097159,0.201949,-0.071241,0.501304,0.586561,0.019481,0.981784,-0.110692,0.153195,-0.07139,0.568631,0.572967,0.02135,0.974529,-0.179436,0.132819,-0.057528,0.755855,0.532368,-0.092569,0.99085,0.071493,-0.067344,-0.038509,0.954974,0.459072,0.038483,0.966652,0.065648,-0.244527,-0.061419,1.072567,0.462354,0.113711,0.973653,-0.103268,0.168541,-0.073116,0.930129,0.459083,0.109318,0.884023,-0.200132,0.408044,-0.145595,0.944874,0.431296,0.294172,0.782546,-0.155235,0.526295,-0.341562,0.954002,0.198122,-0.472978,-0.555633,-0.071782,-0.680008,-0.389993,1.008443,0.03206,-0.090309,0.9675,-0.195849,0.132028,-0.008649,0.930534,0.476911,0.375043,0.672018,-0.522236,-0.367429,0.066319,0.948427,0.494302,0.19254,0.361561,-0.044278,-0.911176,0.203042,0.677881,0.463185,0.097937,0.488645,0.086612,-0.862631,0.070536,0.64014,0.350643,0.384395,0.7686,0.49755,0.118065,-0.148096,0.494549,0.553943,0.035611,0.998493,-0.041754,-0.000495,-0.3076,0.424007,0.265668,-0.029338,0.987774,-0.0255,-0.150967,-0.330333,0.052479,0.300274,-0.44437,0.847255,0.170652,0.235738,0.005613,0.508058,0.619178,0.04938,0.791888,-0.410633,0.449283,0.286425,0.323818,0.592338,-0.006376,0.808081,-0.163998,0.565747,0.111638,0.078254,0.821046,-0.010678,0.992704,0.00066,-0.120104,-0.364042,-0.009245,0.182781,-0.112877,0.85866,-0.053214,0.497122,0.21724,-0.005653,0.797413
321,2.675,-0.022566,0.974209,-0.096475,0.202734,-0.071435,0.501089,0.586193,0.019905,0.981701,-0.110273,0.153971,-0.071768,0.568425,0.572653,0.021465,0.974425,-0.179518,0.133449,-0.057724,0.755879,0.532203,-0.093079,0.990855,0.071204,-0.066875,-0.038605,0.954983,0.458894,0.038289,0.96681,0.065314,-0.244023,-0.061619,1.072481,0.4621,0.113152,0.973609,-0.102325,0.169739,-0.073212,0.930139,0.458865,0.109264,0.884119,-0.199587,0.408119,-0.145647,0.944803,0.430921,0.293968,0.782545,-0.155262,0.526403,-0.341585,0.954035,0.197726,-0.472721,-0.55562,-0.071774,-0.680199,-0.390019,1.008408,0.031636,-0.091012,0.967286,-0.196515,0.132124,-0.008768,0.930546,0.476776,0.374709,0.671016,-0.52393,-0.36719,0.066175,0.94856,0.494145,0.192591,0.36137,-0.044933,-0.911209,0.203158,0.678077,0.463631,0.09842,0.488176,0.086204,-0.862883,0.070597,0.640104,0.351154,0.383813,0.768379,0.498721,0.116441,-0.148227,0.494129,0.553471,0.03531,0.998474,-0.042463,-0.000443,-0.307824,0.424071,0.265129,-0.029351,0.98779,-0.025567,-0.150852,-0.330347,0.052499,0.300258,-0.443855,0.847203,0.170718,0.236845,0.005357,0.508048,0.618915,0.049724,0.792265,-0.408747,0.450301,0.285997,0.323514,0.592293,-0.012966,0.805717,-0.156575,0.571084,0.110991,0.075549,0.820127,-0.010773,0.9927,0.000612,-0.120128,-0.364026,-0.009241,0.182765,-0.120843,0.857555,-0.050619,0.497427,0.218528,-0.00605,0.797141
322,2.683333,-0.022448,0.974142,-0.096387,0.203106,-0.071747,0.501076,0.58618,0.020078,0.981543,-0.110596,0.15472,-0.072061,0.568416,0.572655,0.021126,0.974272,-0.179791,0.134248,-0.057897,0.755906,0.532092,-0.093097,0.990917,0.070941,-0.066216,-0.038844,0.954974,0.458669,0.038032,0.966958,0.065105,-0.243532,-0.061844,1.072397,0.461794,0.113402,0.973457,-0.103307,0.169849,-0.07343,0.9301,0.458607,0.109176,0.88411,-0.198857,0.408517,-0.14585,0.944772,0.430628,0.293869,0.782491,-0.155413,0.526494,-0.341601,0.954088,0.19728,-0.472415,-0.555541,-0.072053,-0.680446,-0.390013,1.008396,0.031171,-0.091389,0.967194,-0.196362,0.13276,-0.009012,0.930575,0.476612,0.374668,0.671407,-0.524154,-0.366196,0.065894,0.948663,0.494067,0.193055,0.360846,-0.045706,-0.91128,0.20334,0.678374,0.46391,0.098687,0.487799,0.084863,-0.863198,0.070648,0.640114,0.35163,0.380571,0.76887,0.501321,0.112614,-0.148514,0.494133,0.553397,0.035551,0.998446,-0.042916,-0.000788,-0.307648,0.424158,0.264779,-0.029262,0.987792,-0.025762,-0.150824,-0.330359,0.052535,0.300259,-0.445114,0.846693,0.170565,0.236417,0.005021,0.508019,0.618963,0.04848,0.791414,-0.410152,0.450653,0.286153,0.324204,0.592559,-0.006178,0.808143,-0.163731,0.565737,0.111628,0.078255,0.821114,-0.010646,0.992712,0.000669,-0.120038,-0.364037,-0.009249,0.182789,-0.112713,0.858492,-0.05256,0.497519,0.217228,-0.005639,0.797423
323,2.691667,-0.022108,0.974257,-0.095269,0.203121,-0.071967,0.501025,0.585757,0.020182,0.981488,-0.110362,0.155226,-0.072267,0.568396,0.57239,0.020979,0.974171,-0.179879,0.134889,-0.058056,0.755907,0.531926,-0.093377,0.990947,0.070688,-0.065631,-0.039011,0.954965,0.458472,0.037903,0.967144,0.064768,-0.242903,-0.062064,1.072332,0.461525,0.112831,0.973397,-0.101205,0.171831,-0.073584,0.930074,0.458374,0.109228,0.884152,-0.198794,0.408442,-0.145918,0.944681,0.430139,0.29391,0.782393,-0.155275,0.526657,-0.341699,0.954054,0.196819,-0.472359,-0.555455,-0.072137,-0.680546,-0.390033,1.008373,0.030706,-0.092032,0.967087,-0.195563,0.134265,-0.009189,0.930586,0.476458,0.375081,0.672945,-0.522767,-0.364931,0.065635,0.948799,0.494133,0.195318,0.360031,-0.046809,-0.911064,0.203456,0.678703,0.463966,0.099282,0.487632,0.08474,-0.863236,0.07065,0.639916,0.352194,0.380389,0.768933,0.501463,0.112164,-0.148736,0.494175,0.552958,0.035173,0.998435,-0.043467,-0.000591,-0.307933,0.424202,0.264374,-0.029255,0.987805,-0.02591,-0.15071,-0.330374,0.05258,0.300261,-0.445625,0.846415,0.169644,0.23711,0.004802,0.507875,0.618556,0.048959,0.792419,-0.409386,0.449531,0.286075,0.324155,0.592998,-0.006059,0.808242,-0.163422,0.565687,0.111624,0.078228,0.821169,-0.010688,0.992715,0.000656,-0.120008,-0.364021,-0.009239,0.182801,-0.112415,0.858756,-0.052949,0.497089,0.217231,-0.005636,0.797405
324,2.7,-0.022548,0.974022,-0.096122,0.203795,-0.072316,0.501243,0.586072,0.018615,0.981198,-0.112832,0.155478,-0.072642,0.56859,0.57258,0.024594,0.974357,-0.177657,0.135875,-0.05889,0.755584,0.531177,-0.096673,0.990848,0.067651,-0.065561,-0.038396,0.95491,0.458849,0.037746,0.967359,0.064558,-0.242124,-0.06229,1.072248,0.461225,0.110749,0.973304,-0.102249,0.173088,-0.073119,0.93023,0.458506,0.109613,0.884092,-0.198901,0.408417,-0.145457,0.944467,0.430095,0.293561,0.782828,-0.155888,0.526024,-0.3412,0.95402,0.196749,-0.472412,-0.555394,-0.07205,-0.680568,-0.390059,1.008357,0.030224,-0.095722,0.966441,-0.195831,0.135937,-0.008782,0.930254,0.476801,0.375053,0.674072,-0.521297,-0.364982,0.065862,0.949079,0.4946,0.195815,0.358578,-0.048342,-0.91145,0.203672,0.679047,0.463816,0.0993,0.487425,0.082704,-0.863549,0.070618,0.639868,0.352694,0.379997,0.768965,0.501636,0.112503,-0.149036,0.494282,0.553181,0.035182,0.99844,-0.043363,-0.000364,-0.30791,0.424226,0.26444,-0.029255,0.987794,-0.026099,-0.150752,-0.330356,0.052625,0.300245,-0.445555,0.846461,0.169943,0.236862,0.004404,0.508204,0.618963,0.04827,0.792373,-0.408884,0.450143,0.28567,0.324511,0.593144,-0.005953,0.80828,-0.163328,0.56566,0.11162,0.078235,0.821211,-0.010665,0.992714,0.000732,-0.120023,-0.364008,-0.00924,0.18281,-0.112291,0.858775,-0.052872,0.497093,0.21722,-0.00563,0.797417
325,2.708333,-0.022795,0.973936,-0.096505,0.204,-0.072593,0.501363,0.586113,0.020429,0.981096,-0.11194,0.156533,-0.072938,0.568697,0.572563,0.02094,0.973898,-0.180322,0.136266,-0.058498,0.755924,0.531577,-0.094166,0.990987,0.070351,-0.064253,-0.03934,0.954914,0.45797,0.037707,0.967605,0.064176,-0.241247,-0.062561,1.072222,0.460918,0.11288,0.973112,-0.102298,0.172763,-0.073902,0.930008,0.457804,0.109288,0.884115,-0.198043,0.408872,-0.146183,0.944573,0.429413,0.29393,0.782293,-0.155674,0.526677,-0.341742,0.95411,0.195913,-0.472297,-0.555352,-0.072005,-0.680688,-0.390084,1.008362,0.029725,-0.093937,0.966693,-0.19528,0.136184,-0.009557,0.930567,0.476062,0.374748,0.673641,-0.52314,-0.363451,0.065129,0.949119,0.493967,0.196468,0.358454,-0.04899,-0.911324,0.203759,0.679389,0.464232,0.100553,0.486873,0.081153,-0.863862,0.070641,0.639892,0.353149,0.379715,0.768987,0.501804,0.112555,-0.149297,0.494345,0.553197,0.035088,0.998439,-0.043459,-8.6e-05,-0.308,0.424258,0.264369,-0.029206,0.987816,-0.026212,-0.150599,-0.330392,0.052648,0.300236,-0.445784,0.846396,0.169773,0.236785,0.004111,0.50838,0.619029,0.047795,0.792249,-0.408492,0.450768,0.285452,0.324785,0.593328,-0.005801,0.808383,-0.163107,0.565579,0.111626,0.078237,0.821271,-0.010656,0.992723,0.000883,-0.119948,-0.364011,-0.009242,0.182805,-0.112043,0.858813,-0.05275,0.497096,0.217219,-0.005617,0.797409
326,2.716667,-0.022832,0.973842,-0.096681,0.204362,-0.072931,0.501431,0.586132,0.018875,0.980863,-0.113967,0.156726,-0.073271,0.56876,0.572557,0.024717,0.974106,-0.177908,0.137318,-0.059301,0.755658,0.530765,-0.098133,0.990818,0.067125,-0.064374,-0.038635,0.954943,0.458374,0.037746,0.967785,0.063793,-0.24062,-0.062842,1.072105,0.460612,0.110049,0.973054,-0.102161,0.174983,-0.073352,0.930256,0.457945,0.109695,0.884174,-0.198035,0.408638,-0.145611,0.944353,0.429263,0.293383,0.78276,-0.156224,0.526124,-0.341233,0.954144,0.195825,-0.47211,-0.555324,-0.07187,-0.680854,-0.390116,1.008372,0.029202,-0.097663,0.965968,-0.195611,0.138218,-0.009068,0.930304,0.476428,0.37463,0.673654,-0.522765,-0.364087,0.065417,0.949484,0.494507,0.197349,0.357813,-0.049632,-0.91135,0.203818,0.67968,0.464385,0.101542,0.48663,0.079478,-0.864039,0.070621,0.639957,0.35363,0.379414,0.768993,0.502014,0.112589,-0.14961,0.494396,0.553162,0.034933,0.998436,-0.043643,0.000125,-0.308132,0.424297,0.264237,-0.029273,0.987826,-0.026378,-0.150492,-0.330418,0.0527,0.300238,-0.446134,0.84629,0.169668,0.236582,0.003748,0.508466,0.619103,0.047372,0.792199,-0.408116,0.451241,0.285217,0.325057,0.593468,-0.005759,0.808448,-0.163025,0.56551,0.111621,0.078235,0.821313,-0.010547,0.992816,-0.003239,-0.119142,-0.364,-0.009231,0.182818,-0.111946,0.858834,-0.052696,0.497087,0.21721,-0.005614,0.797416
327,2.725,-0.022911,0.973746,-0.096893,0.204708,-0.073263,0.501505,0.586158,0.019078,0.980677,-0.114608,0.157394,-0.073603,0.568829,0.572553,0.024679,0.973985,-0.178,0.138057,-0.059488,0.755705,0.530536,-0.098577,0.990846,0.066711,-0.063694,-0.038776,0.954977,0.458121,0.03734,0.968008,0.063559,-0.239846,-0.063065,1.072027,0.460247,0.109967,0.97285,-0.103118,0.175606,-0.073485,0.93028,0.457649,0.109711,0.884249,-0.197266,0.408844,-0.145713,0.944324,0.428861,0.293154,0.782759,-0.156616,0.526138,-0.34123,0.954295,0.195344,-0.471921,-0.555296,-0.071592,-0.681037,-0.390169,1.008388,0.028667,-0.098649,0.965696,-0.196107,0.138718,-0.009229,0.930351,0.476225,0.374761,0.67399,-0.522833,-0.363232,0.065204,0.949704,0.494337,0.198233,0.357111,-0.050276,-0.911399,0.203924,0.680027,0.464548,0.102972,0.486367,0.077485,-0.864199,0.070587,0.640059,0.354094,0.379054,0.769011,0.502261,0.112581,-0.149918,0.494445,0.553137,0.034824,0.998432,-0.043824,0.000394,-0.308241,0.424329,0.264108,-0.029299,0.987845,-0.026501,-0.150341,-0.330453,0.052743,0.300237,-0.445437,0.846357,0.170047,0.23738,0.003391,0.508565,0.61918,0.04785,0.792949,-0.406003,0.451779,0.284635,0.324826,0.59345,-0.012354,0.80603,-0.155281,0.571009,0.110971,0.075464,0.820362,-0.010625,0.992823,-0.003249,-0.119078,-0.363992,-0.009218,0.18282,-0.120005,0.857749,-0.04992,0.497367,0.218537,-0.006018,0.797107
328,2.733333,-0.023028,0.973645,-0.097099,0.20508,-0.073597,0.501588,0.586197,0.019178,0.980509,-0.11525,0.157961,-0.073941,0.568905,0.572561,0.024996,0.973932,-0.177724,0.138732,-0.059722,0.755769,0.530309,-0.099347,0.990893,0.065397,-0.063129,-0.038844,0.955076,0.458039,0.036963,0.968242,0.063453,-0.238986,-0.063304,1.071993,0.459846,0.109254,0.9726,-0.103248,0.177346,-0.07356,0.93039,0.457502,0.109889,0.884236,-0.19705,0.408928,-0.145715,0.944288,0.428463,0.292995,0.782824,-0.157026,0.526006,-0.341167,0.954398,0.194897,-0.471698,-0.555218,-0.071158,-0.681301,-0.390238,1.008415,0.028099,-0.099679,0.965422,-0.195598,0.140588,-0.009331,0.930431,0.476172,0.374398,0.674097,-0.523076,-0.363059,0.064987,0.949984,0.494538,0.200285,0.356526,-0.050088,-0.911189,0.20395,0.680433,0.464737,0.105444,0.486283,0.075548,-0.86412,0.070464,0.640352,0.354549,0.378813,0.769007,0.502439,0.112619,-0.150225,0.494496,0.553121,0.034646,0.998432,-0.043962,0.000596,-0.308397,0.424378,0.264009,-0.029424,0.987855,-0.026667,-0.150217,-0.330486,0.052798,0.300237,-0.449992,0.843655,0.176392,0.233749,0.003031,0.50868,0.619273,0.048259,0.792446,-0.40697,0.451747,0.286637,0.32917,0.589873,-0.01139,0.807312,-0.15499,0.569295,0.110716,0.075868,0.820902,-0.010976,0.992744,0.00087,-0.119743,-0.363976,-0.009206,0.18283,-0.116678,0.857846,-0.051063,0.497875,0.218044,-0.005761,0.797067
329,2.741667,-0.023132,0.97355,-0.097278,0.205433,-0.073938,0.501684,0.586214,0.019101,0.980306,-0.115773,0.158844,-0.074287,0.568996,0.572552,0.024794,0.973602,-0.178762,0.139743,-0.060024,0.755852,0.530105,-0.099523,0.990869,0.066323,-0.062255,-0.039096,0.955006,0.457428,0.03668,0.968432,0.063076,-0.238359,-0.063574,1.07192,0.459435,0.10979,0.972541,-0.103021,0.177474,-0.0738,0.930303,0.45688,0.110102,0.884222,-0.197056,0.408898,-0.145929,0.944287,0.427818,0.293231,0.782614,-0.157605,0.526015,-0.341366,0.954512,0.194245,-0.471521,-0.555036,-0.070587,-0.681631,-0.390339,1.008432,0.027513,-0.100537,0.965289,-0.195036,0.141672,-0.009606,0.930416,0.475673,0.374324,0.674121,-0.523827,-0.362005,0.064636,0.950118,0.494185,0.200728,0.355667,-0.050276,-0.911417,0.204099,0.680761,0.46496,0.107601,0.485894,0.073668,-0.864235,0.070372,0.640624,0.355014,0.378256,0.768998,0.502863,0.112667,-0.150541,0.494564,0.553086,0.033832,0.998458,-0.044001,0.001035,-0.308374,0.424449,0.263788,-0.031693,0.987603,-0.025758,-0.151569,-0.329655,0.053064,0.30002,-0.450118,0.843619,0.176272,0.233731,0.002665,0.508805,0.619342,0.047891,0.792785,-0.405959,0.452101,0.286309,0.329342,0.59003,-0.01218,0.806151,-0.154905,0.570944,0.110948,0.075443,0.820438,-0.013791,0.992465,-0.004486,-0.121664,-0.363232,-0.008799,0.182563,-0.119706,0.857767,-0.049683,0.497431,0.21852,-0.006007,0.797093
330,2.75,-0.023756,0.973488,-0.096981,0.205795,-0.074152,0.501936,0.586111,0.020975,0.980131,-0.114983,0.160254,-0.074587,0.569252,0.57247,0.021125,0.973102,-0.18133,0.140522,-0.059585,0.756408,0.530396,-0.096936,0.991103,0.068192,-0.060567,-0.03997,0.95524,0.456481,0.035793,0.968751,0.063219,-0.23716,-0.063719,1.071911,0.458847,0.111223,0.97238,-0.102939,0.177511,-0.074508,0.930302,0.45608,0.109816,0.884311,-0.196035,0.409273,-0.146585,0.944505,0.426995,0.293544,0.782123,-0.158277,0.526369,-0.341874,0.954792,0.193301,-0.471322,-0.554833,-0.069812,-0.682013,-0.39045,1.008455,0.026906,-0.09835,0.965749,-0.193603,0.142033,-0.010321,0.930961,0.474885,0.374248,0.674219,-0.52488,-0.360373,0.063974,0.950316,0.493552,0.200832,0.354745,-0.051311,-0.911696,0.20419,0.681258,0.465191,0.108971,0.485595,0.071643,-0.864402,0.070223,0.640803,0.355511,0.378017,0.769131,0.502887,0.11245,-0.150725,0.494718,0.552935,0.033682,0.998454,-0.044201,0.00121,-0.308539,0.424498,0.263652,-0.03162,0.987637,-0.02607,-0.151308,-0.329726,0.053136,0.300033,-0.450163,0.843937,0.17519,0.233307,0.002421,0.509154,0.619287,0.047649,0.792969,-0.405425,0.452283,0.285968,0.329462,0.59043,-0.012121,0.806234,-0.154711,0.570881,0.110958,0.075419,0.820481,-0.013971,0.9924,-0.000303,-0.122258,-0.363241,-0.008799,0.182596,-0.119597,0.857796,-0.049532,0.497423,0.218534,-0.00601,0.797084
331,2.758333,-0.02376,0.973376,-0.097372,0.206138,-0.074548,0.50205,0.586133,0.021115,0.979878,-0.115745,0.161232,-0.074968,0.569355,0.572441,0.020871,0.972905,-0.18153,0.141659,-0.059824,0.756456,0.530104,-0.097493,0.99108,0.068415,-0.059791,-0.040216,0.955262,0.456116,0.0358,0.968922,0.062592,-0.236625,-0.064082,1.071904,0.458522,0.11141,0.972183,-0.102923,0.178479,-0.074732,0.930295,0.455655,0.110045,0.884333,-0.195692,0.40933,-0.146748,0.944508,0.426424,0.29377,0.78198,-0.159581,0.526061,-0.341978,0.954999,0.192689,-0.471376,-0.554582,-0.06829,-0.682334,-0.390614,1.008461,0.026297,-0.099379,0.965514,-0.193589,0.142931,-0.010587,0.931019,0.474599,0.373994,0.674781,-0.524962,-0.359463,0.063636,0.950554,0.493366,0.202442,0.353266,-0.051335,-0.911913,0.204366,0.681746,0.465193,0.110857,0.485336,0.068461,-0.864565,0.070002,0.641189,0.355957,0.377711,0.769157,0.503057,0.112544,-0.151098,0.494813,0.552907,0.033473,0.998453,-0.044378,0.001482,-0.308715,0.424551,0.263527,-0.031675,0.987642,-0.026328,-0.151221,-0.329753,0.053211,0.300034,-0.449891,0.84334,0.176001,0.235373,0.002001,0.509287,0.61936,0.047174,0.793024,-0.404983,0.452632,0.285584,0.329622,0.590697,-0.012022,0.806339,-0.154415,0.570814,0.110953,0.075401,0.820545,-0.013898,0.99248,-0.004569,-0.121532,-0.363233,-0.008788,0.18262,-0.119387,0.857854,-0.049428,0.497383,0.218537,-0.005997,0.797075
332,2.766667,-0.023397,0.973217,-0.098194,0.206539,-0.075148,0.502093,0.586297,0.019741,0.979623,-0.118076,0.161265,-0.07549,0.569378,0.572506,0.0252,0.973137,-0.179016,0.142559,-0.060724,0.756232,0.52923,-0.10206,0.990831,0.064845,-0.060274,-0.039403,0.955339,0.456538,0.035757,0.969057,0.061949,-0.236246,-0.064398,1.071808,0.458168,0.108124,0.972065,-0.102099,0.181589,-0.0741,0.930631,0.455807,0.110702,0.8844,-0.19577,0.408968,-0.146053,0.94431,0.426169,0.293448,0.78249,-0.16141,0.524924,-0.341375,0.955183,0.192528,-0.471402,-0.554445,-0.066887,-0.682567,-0.390751,1.008496,0.025652,-0.103979,0.964645,-0.193909,0.145081,-0.010016,0.930765,0.474969,0.373822,0.674095,-0.525228,-0.360538,0.063961,0.95106,0.493898,0.204185,0.3526,-0.050297,-0.91184,0.204298,0.682076,0.46544,0.114065,0.484685,0.065927,-0.86471,0.069748,0.64174,0.35641,0.377317,0.769099,0.50334,0.112998,-0.151673,0.494881,0.553008,0.033243,0.998453,-0.044534,0.001752,-0.308895,0.42461,0.263416,-0.031727,0.987645,-0.026496,-0.151157,-0.32978,0.053261,0.30003,-0.450243,0.843028,0.175923,0.235873,0.001376,0.509305,0.619586,0.046511,0.792691,-0.404937,0.453326,0.285112,0.329835,0.591211,-0.010889,0.807655,-0.154026,0.569079,0.110701,0.075819,0.821102,-0.013892,0.9925,-0.004606,-0.121365,-0.363235,-0.008779,0.182631,-0.115871,0.857982,-0.050515,0.497885,0.218033,-0.005733,0.797021
