Frame,Time (Seconds),X,Y,Z,W,X.1,Y.1,Z.1,X.2,Y.2,Z.2,W.1,X.3,Y.3,Z.3,X.4,Y.4,Z.4,W.2,X.5,Y.5,Z.5,X.6,Y.6,Z.6,W.3,X.7,Y.7,Z.7,X.8,Y.8,Z.8,W.4,X.9,Y.9,Z.9,X.10,Y.10,Z.10,W.5,X.11,Y.11,Z.11,X.12,Y.12,Z.12,W.6,X.13,Y.13,Z.13,X.14,Y.14,Z.14,W.7,X.15,Y.15,Z.15,X.16,Y.16,Z.16,W.8,X.17,Y.17,Z.17,X.18,Y.18,Z.18,W.9,X.19,Y.19,Z.19,X.20,Y.20,Z.20,W.10,X.21,Y.21,Z.21,X.22,Y.22,Z.22,W.11,X.23,Y.23,Z.23,X.24,Y.24,Z.24,W.12,X.25,Y.25,Z.25,X.26,Y.26,Z.26,W.13,X.27,Y.27,Z.27,X.28,Y.28,Z.28,W.14,X.29,Y.29,Z.29,X.30,Y.30,Z.30,W.15,X.31,Y.31,Z.31,X.32,Y.32,Z.32,W.16,X.33,Y.33,Z.33,X.34,Y.34,Z.34,W.17,X.35,Y.35,Z.35,X.36,Y.36,Z.36,W.18,X.37,Y.37,Z.37,X.38,Y.38,Z.38,W.19,X.39,Y.39,Z.39,X.40,Y.40,Z.40,W.20,X.41,Y.41,Z.41
2668,22.233333,-0.083764,0.660511,-0.076316,-0.742216,0.110388,0.667015,-0.589905,-0.096807,0.647791,-0.131282,-0.744151,0.095006,0.733937,-0.588289,-0.172821,0.62824,-0.177588,-0.737502,0.031037,0.922751,-0.593472,0.131448,0.65086,0.078783,-0.74357,-0.071024,1.10962,-0.586703,0.115675,0.653737,0.09689,-0.741525,-0.05009,1.234624,-0.596496,-0.144581,0.704768,-0.268663,-0.640483,-0.053582,1.087976,-0.55442,-0.389372,0.896529,-0.156069,-0.142366,-0.064466,1.099066,-0.476951,-0.006518,0.973044,-0.013395,0.230138,-0.264439,0.899859,-0.362129,0.191729,0.97753,0.018336,0.085664,-0.418167,0.898485,-0.442398,-0.235306,0.632007,-0.111361,-0.72993,-0.063452,1.08498,-0.620507,-0.168163,0.180201,-0.460408,-0.852803,-0.077384,1.095635,-0.697547,0.271906,-0.263198,0.044871,-0.924543,-0.23313,0.874811,-0.83839,0.242793,-0.144701,0.037973,-0.958474,-0.397942,0.917657,-0.750331,0.330014,0.687649,0.223518,-0.606852,0.120088,0.667236,-0.506706,-0.288077,0.674225,-0.153814,-0.6624,-0.124237,0.437363,-0.475326,-0.258065,0.524298,-0.083968,-0.807133,0.099987,0.142227,-0.544566,0.206813,0.57444,0.212074,-0.763067,0.100688,0.666795,-0.673104,-0.134896,0.618821,-0.268827,-0.725669,-0.088415,0.388995,-0.648853,-0.096973,0.820132,-0.067344,-0.559862,0.129178,0.065489,-0.594018,-0.187858,0.538265,-0.031107,-0.820983,0.021206,0.032397,-0.522621,0.005464,0.825687,0.064701,-0.560379,0.028203,-0.014961,-0.639655
2669,22.241667,-0.084176,0.660339,-0.075521,-0.742403,0.109195,0.668584,-0.590541,-0.097146,0.647578,-0.129829,-0.744547,0.093858,0.735512,-0.588807,-0.173083,0.628124,-0.176381,-0.737829,0.030135,0.924704,-0.593495,0.133208,0.650337,0.078803,-0.743712,-0.071633,1.111716,-0.586287,0.116277,0.652854,0.096687,-0.742235,-0.050421,1.236564,-0.596409,-0.146707,0.704487,-0.268863,-0.640224,-0.054189,1.089989,-0.554061,-0.394408,0.895106,-0.153618,-0.140101,-0.065028,1.100858,-0.476555,-0.013889,0.973554,-0.006426,0.227942,-0.262985,0.898816,-0.363202,0.193458,0.977316,0.025246,0.082405,-0.417173,0.895547,-0.442699,-0.234215,0.63107,-0.113094,-0.730824,-0.064135,1.087123,-0.620143,-0.166822,0.17752,-0.465671,-0.850769,-0.078193,1.097419,-0.697209,0.276352,-0.257767,0.040851,-0.924942,-0.231553,0.874017,-0.836598,0.248563,-0.140308,0.039348,-0.957592,-0.397231,0.915283,-0.750153,0.323687,0.686805,0.223815,-0.611091,0.118953,0.668665,-0.507349,-0.28663,0.674736,-0.154079,-0.662446,-0.123016,0.436095,-0.477642,-0.250878,0.526193,-0.088866,-0.807641,0.100811,0.140137,-0.545855,0.203765,0.570513,0.210213,-0.767336,0.099437,0.668503,-0.673734,-0.133963,0.618908,-0.26827,-0.725974,-0.087595,0.389331,-0.649187,-0.096581,0.81998,-0.067282,-0.560159,0.12927,0.065449,-0.594118,-0.184417,0.545918,-0.041255,-0.816249,0.021813,0.030739,-0.522575,0.005777,0.825586,0.064509,-0.560548,0.028209,-0.014947,-0.639659
2670,22.25,-0.084518,0.659997,-0.074727,-0.74275,0.107994,0.670148,-0.59109,-0.097451,0.647328,-0.128397,-0.744972,0.092706,0.737085,-0.589242,-0.173177,0.628044,-0.175345,-0.738122,0.029233,0.926659,-0.593444,0.134429,0.650029,0.077983,-0.743848,-0.072251,1.113812,-0.585903,0.117293,0.652052,0.097567,-0.742665,-0.051024,1.238458,-0.596382,-0.147603,0.704235,-0.26965,-0.639965,-0.054811,1.092017,-0.55372,-0.400098,0.893335,-0.150831,-0.138289,-0.065661,1.102861,-0.476212,-0.019134,0.974081,-0.003888,0.225357,-0.26117,0.897743,-0.364143,0.193425,0.97755,0.028908,0.078404,-0.415408,0.893006,-0.442697,-0.233127,0.630365,-0.115143,-0.73146,-0.064819,1.089253,-0.619797,-0.165408,0.175528,-0.470982,-0.848532,-0.078944,1.099166,-0.696901,0.281627,-0.252808,0.03644,-0.924904,-0.229701,0.873299,-0.835151,0.252805,-0.136267,0.039515,-0.957058,-0.396327,0.912954,-0.750108,0.317141,0.687018,0.223262,-0.614478,0.117848,0.670102,-0.507909,-0.284418,0.675566,-0.153287,-0.662737,-0.121419,0.434538,-0.47995,-0.249225,0.527447,-0.08826,-0.807402,0.101145,0.137572,-0.547421,0.202742,0.571123,0.207071,-0.768008,0.09814,0.670195,-0.674271,-0.133654,0.618751,-0.267551,-0.72643,-0.087051,0.389859,-0.649039,-0.09641,0.819728,-0.066675,-0.56063,0.129427,0.065426,-0.594209,-0.183261,0.547686,-0.04123,-0.815326,0.021733,0.028475,-0.524136,0.005479,0.825465,0.064117,-0.560773,0.028235,-0.01484,-0.639689
2671,22.258333,-0.083637,0.660152,-0.073443,-0.74284,0.106352,0.671924,-0.591451,-0.096988,0.647237,-0.12633,-0.745465,0.091272,0.738907,-0.589577,-0.173172,0.627919,-0.174575,-0.738412,0.02855,0.928614,-0.593356,0.135248,0.649647,0.077321,-0.744102,-0.072702,1.115884,-0.585579,0.118096,0.651209,0.098016,-0.743218,-0.051498,1.240344,-0.596313,-0.150757,0.702605,-0.268807,-0.641374,-0.055262,1.094041,-0.553429,-0.404696,0.891979,-0.148888,-0.135742,-0.065678,1.104547,-0.475815,-0.025136,0.974585,0.001679,0.222595,-0.259357,0.896865,-0.365301,0.191963,0.978212,0.03243,0.07211,-0.413842,0.890582,-0.442972,-0.232387,0.629369,-0.116654,-0.732314,-0.065328,1.091343,-0.6195,-0.163438,0.173643,-0.475732,-0.846649,-0.079595,1.100955,-0.696615,0.287614,-0.248555,0.030942,-0.924414,-0.228012,0.872779,-0.833599,0.259757,-0.130738,0.041598,-0.955878,-0.395564,0.910564,-0.749559,0.311398,0.690695,0.220027,-0.61446,0.116203,0.671814,-0.50827,-0.282702,0.677242,-0.151752,-0.662114,-0.119834,0.432851,-0.48174,-0.251408,0.529755,-0.083643,-0.805704,0.101379,0.134698,-0.548861,0.201813,0.573107,0.203889,-0.767626,0.0965,0.672034,-0.674633,-0.132453,0.615792,-0.267591,-0.729144,-0.086904,0.390563,-0.648981,-0.095636,0.81968,-0.067159,-0.560775,0.129444,0.065359,-0.594283,-0.183256,0.545575,-0.032776,-0.817123,0.021249,0.025861,-0.526854,0.00199,0.823877,0.060451,-0.563532,0.028189,-0.01491,-0.639617
2672,22.266667,-0.083917,0.659873,-0.072925,-0.743106,0.105107,0.673446,-0.591891,-0.096807,0.647048,-0.124435,-0.745971,0.090056,0.740433,-0.589935,-0.173264,0.627794,-0.173963,-0.738642,0.027868,0.930525,-0.593252,0.13608,0.649302,0.076633,-0.744322,-0.073224,1.117871,-0.585256,0.118924,0.650398,0.098601,-0.743719,-0.052033,1.242214,-0.596256,-0.152723,0.702281,-0.26882,-0.64126,-0.055779,1.095989,-0.553135,-0.408877,0.890669,-0.146409,-0.134513,-0.066124,1.106281,-0.475483,-0.031787,0.974763,0.008019,0.22082,-0.257933,0.896339,-0.365984,0.187597,0.979274,0.036021,0.067322,-0.412119,0.888425,-0.442973,-0.231769,0.628528,-0.118092,-0.733001,-0.065894,1.093351,-0.619201,-0.161068,0.172399,-0.48031,-0.844771,-0.080275,1.102692,-0.696329,0.291062,-0.244131,0.026237,-0.924659,-0.226288,0.87233,-0.832236,0.262999,-0.126308,0.042779,-0.955535,-0.394551,0.908264,-0.749294,0.306925,0.694381,0.216905,-0.613665,0.115033,0.673248,-0.508718,-0.282891,0.684451,-0.14916,-0.655172,-0.118276,0.431502,-0.483291,-0.243929,0.532496,-0.089713,-0.805542,0.102403,0.133033,-0.549393,0.200158,0.573499,0.200543,-0.768647,0.095181,0.673644,-0.675063,-0.132511,0.617662,-0.266357,-0.728003,-0.086044,0.390813,-0.64889,-0.095333,0.819516,-0.06689,-0.561098,0.129536,0.065299,-0.594353,-0.17869,0.551346,-0.042152,-0.813825,0.022126,0.024562,-0.526149,0.006638,0.825439,0.063691,-0.560848,0.028183,-0.014887,-0.639615
2673,22.275,-0.08533,0.658994,-0.073082,-0.74371,0.104297,0.674815,-0.592347,-0.097581,0.646587,-0.123711,-0.746391,0.089106,0.741766,-0.590246,-0.172677,0.627813,-0.172481,-0.73911,0.026682,0.932634,-0.593117,0.137417,0.648912,0.076395,-0.744442,-0.073823,1.120285,-0.584876,0.119863,0.649655,0.098998,-0.744165,-0.052543,1.244092,-0.596129,-0.155233,0.70247,-0.267797,-0.640877,-0.056418,1.098323,-0.552789,-0.414443,0.888749,-0.14424,-0.132504,-0.066718,1.108212,-0.475078,-0.037081,0.975065,0.014067,0.218345,-0.256061,0.895378,-0.366876,0.185262,0.979908,0.039877,0.062204,-0.410513,0.886148,-0.443136,-0.229848,0.628026,-0.119449,-0.733816,-0.066599,1.095771,-0.618848,-0.158597,0.170907,-0.485298,-0.842689,-0.081029,1.10473,-0.696012,0.293469,-0.239157,0.02151,-0.92532,-0.224418,0.872013,-0.830693,0.265238,-0.122182,0.044315,-0.955383,-0.393486,0.905924,-0.748969,0.302106,0.69592,0.214963,-0.614995,0.114413,0.6745,-0.509198,-0.279437,0.681232,-0.149966,-0.659809,-0.116343,0.430211,-0.484807,-0.241239,0.533947,-0.090329,-0.805323,0.102885,0.130672,-0.550085,0.197795,0.569825,0.198702,-0.77246,0.094181,0.67513,-0.675496,-0.132001,0.618111,-0.26543,-0.728053,-0.085198,0.39117,-0.648836,-0.094939,0.819401,-0.066658,-0.56136,0.12962,0.065233,-0.594391,-0.173819,0.554122,-0.041407,-0.813032,0.022254,0.022513,-0.52661,0.006798,0.825362,0.063471,-0.560984,0.028169,-0.014865,-0.639587
2674,22.283333,-0.085354,0.658623,-0.07234,-0.744109,0.102956,0.676376,-0.592638,-0.09746,0.645232,-0.122398,-0.747794,0.087839,0.743342,-0.590458,-0.171799,0.626269,-0.174484,-0.740153,0.025839,0.934302,-0.592903,0.137346,0.647381,0.079583,-0.745453,-0.075026,1.121787,-0.585283,0.120732,0.649032,0.099358,-0.744519,-0.053098,1.245934,-0.59604,-0.157055,0.700853,-0.266318,-0.642817,-0.057494,1.100011,-0.553138,-0.419401,0.886515,-0.144471,-0.131611,-0.06731,1.109669,-0.475336,-0.042426,0.975078,0.017181,0.21709,-0.254277,0.894661,-0.367302,0.182324,0.980531,0.042539,0.059219,-0.408658,0.883926,-0.443196,-0.230924,0.629172,-0.11785,-0.732754,-0.06784,1.097127,-0.619158,-0.157,0.168589,-0.490796,-0.840267,-0.082102,1.106441,-0.696311,0.295016,-0.235715,0.018144,-0.925784,-0.2227,0.871236,-0.829606,0.266595,-0.118453,0.045371,-0.955425,-0.39228,0.903697,-0.748711,0.299512,0.699305,0.209722,-0.614233,0.113172,0.675976,-0.509502,-0.279586,0.684589,-0.14687,-0.656962,-0.114772,0.429137,-0.48436,-0.238495,0.537315,-0.089696,-0.80397,0.103498,0.128227,-0.550339,0.196187,0.569273,0.196029,-0.773958,0.09274,0.676776,-0.675775,-0.131493,0.617329,-0.264864,-0.729014,-0.084755,0.391679,-0.648654,-0.094811,0.819281,-0.066321,-0.561597,0.12971,0.065177,-0.594436,-0.167747,0.556167,-0.037059,-0.813121,0.022127,0.020557,-0.527168,0.002197,0.82354,0.060065,-0.564066,0.028185,-0.014845,-0.639602
2675,22.291667,-0.084791,0.658554,-0.07133,-0.744331,0.101404,0.678028,-0.592847,-0.097216,0.644259,-0.120943,-0.748901,0.086439,0.745026,-0.590631,-0.170554,0.62523,-0.175936,-0.740976,0.024945,0.936082,-0.59268,0.136911,0.646121,0.082565,-0.746302,-0.076032,1.123532,-0.585703,0.121588,0.648448,0.09946,-0.744875,-0.053589,1.247796,-0.595905,-0.160304,0.699014,-0.263986,-0.644976,-0.058432,1.101906,-0.553493,-0.424007,0.884387,-0.144998,-0.130584,-0.067646,1.111104,-0.475562,-0.047756,0.975172,0.020218,0.21529,-0.25241,0.894109,-0.36771,0.179693,0.980998,0.044762,0.057881,-0.406874,0.881831,-0.443049,-0.231196,0.63053,-0.116946,-0.731645,-0.068885,1.098731,-0.619483,-0.155091,0.166169,-0.496084,-0.837995,-0.08291,1.108246,-0.696655,0.296959,-0.231568,0.014111,-0.926279,-0.220821,0.870596,-0.82841,0.268373,-0.11538,0.047192,-0.955215,-0.390999,0.901319,-0.748513,0.293627,0.701591,0.206787,-0.615462,0.111659,0.677567,-0.509716,-0.278021,0.686607,-0.14546,-0.655832,-0.11292,0.427552,-0.485703,-0.237766,0.536731,-0.088138,-0.804747,0.104074,0.126384,-0.551225,0.19502,0.569431,0.193088,-0.774876,0.091148,0.678488,-0.675979,-0.130283,0.617476,-0.264536,-0.729226,-0.084506,0.392312,-0.648239,-0.084429,0.822806,-0.069025,-0.557761,0.129045,0.06564,-0.593245,-0.164431,0.556723,-0.034054,-0.813549,0.022421,0.01897,-0.527863,0.011387,0.828139,0.056311,-0.557571,0.026943,-0.013616,-0.63846
2676,22.3,-0.085396,0.658087,-0.07112,-0.744695,0.100316,0.679456,-0.59314,-0.097296,0.644547,-0.11963,-0.748854,0.085321,0.746445,-0.590834,-0.171205,0.625763,-0.174152,-0.740798,0.024094,0.937924,-0.592538,0.139408,0.64609,0.082472,-0.745876,-0.076518,1.125545,-0.584933,0.121361,0.647957,0.098113,-0.745518,-0.053735,1.249408,-0.5956,-0.160542,0.699029,-0.264955,-0.644503,-0.058967,1.103774,-0.552794,-0.428172,0.882992,-0.141971,-0.129765,-0.068265,1.113025,-0.47488,-0.053776,0.975067,0.023747,0.213981,-0.250996,0.893837,-0.368001,0.177989,0.981468,0.04495,0.054961,-0.40528,0.879842,-0.442948,-0.229892,0.629288,-0.118812,-0.732823,-0.069414,1.100847,-0.618797,-0.155543,0.164002,-0.501684,-0.834999,-0.083617,1.10995,-0.695986,0.298292,-0.226705,0.010095,-0.927105,-0.218559,0.870195,-0.827002,0.26994,-0.111575,0.048667,-0.955152,-0.389646,0.899034,-0.748282,0.289312,0.704096,0.203973,-0.615583,0.11068,0.678914,-0.510023,-0.275986,0.688059,-0.144736,-0.65533,-0.111198,0.426425,-0.486789,-0.234761,0.538132,-0.086975,-0.804821,0.104597,0.124143,-0.551377,0.193671,0.568744,0.190619,-0.776329,0.089952,0.679998,-0.676258,-0.13016,0.617918,-0.263584,-0.729218,-0.083991,0.39283,-0.647997,-0.083891,0.822713,-0.069309,-0.557944,0.129073,0.06555,-0.593293,-0.161358,0.558456,-0.032983,-0.81302,0.022274,0.017283,-0.52783,0.007578,0.826379,0.052808,-0.560581,0.026912,-0.013697,-0.638391
2677,22.308333,-0.08534,0.657744,-0.070616,-0.745053,0.098971,0.680959,-0.593272,-0.097247,0.644504,-0.118211,-0.749122,0.084033,0.747959,-0.590918,-0.171108,0.625982,-0.17218,-0.741096,0.023142,0.939871,-0.592259,0.140348,0.646416,0.079571,-0.745733,-0.07686,1.127797,-0.584152,0.123028,0.647592,0.099427,-0.745388,-0.054509,1.25148,-0.595458,-0.162069,0.699313,-0.265431,-0.643616,-0.059357,1.105896,-0.552076,-0.432425,0.881461,-0.139711,-0.128515,-0.068758,1.114982,-0.474154,-0.059676,0.975008,0.024379,0.21261,-0.249455,0.893624,-0.368296,0.177919,0.981516,0.045116,0.054179,-0.403416,0.877777,-0.442749,-0.227937,0.628031,-0.121706,-0.734037,-0.069859,1.103154,-0.618078,-0.15655,0.161489,-0.507323,-0.831888,-0.084202,1.111658,-0.69531,0.301176,-0.221583,0.005262,-0.927452,-0.216174,0.869857,-0.825586,0.272952,-0.108101,0.050411,-0.954605,-0.388267,0.896597,-0.748074,0.285221,0.708176,0.200027,-0.614105,0.109422,0.680369,-0.510166,-0.274083,0.6904,-0.143924,-0.653844,-0.109463,0.425221,-0.487591,-0.229339,0.54142,-0.088279,-0.804037,0.105274,0.121996,-0.550981,0.191201,0.568073,0.187856,-0.778104,0.08852,0.681548,-0.676378,-0.129421,0.617007,-0.263282,-0.73023,-0.08317,0.393035,-0.648037,-0.08378,0.822094,-0.06952,-0.558847,0.129375,0.065831,-0.593401,-0.155814,0.560789,-0.033371,-0.812481,0.02222,0.015779,-0.52709,0.011669,0.828157,0.054221,-0.557745,0.027121,-0.013451,-0.638226
2678,22.316667,-0.085394,0.657587,-0.069985,-0.745245,0.097657,0.682432,-0.59343,-0.097432,0.644388,-0.116983,-0.74939,0.082778,0.749442,-0.59101,-0.170871,0.626091,-0.170637,-0.741415,0.022108,0.941756,-0.591962,0.141906,0.646309,0.07885,-0.745607,-0.077375,1.129942,-0.583504,0.123677,0.647217,0.099283,-0.745625,-0.054955,1.253302,-0.595199,-0.163416,0.69893,-0.265362,-0.643719,-0.05991,1.107945,-0.551473,-0.43664,0.879768,-0.138206,-0.127491,-0.069221,1.116889,-0.473524,-0.065079,0.974821,0.022733,0.212065,-0.247845,0.893513,-0.368389,0.177914,0.981643,0.043222,0.053439,-0.401481,0.875806,-0.442611,-0.226235,0.62724,-0.123961,-0.734861,-0.070464,1.105332,-0.617471,-0.156976,0.159197,-0.512864,-0.828846,-0.084876,1.113361,-0.694741,0.304042,-0.216651,0.000219,-0.927696,-0.213851,0.869524,-0.824222,0.276122,-0.103992,0.052161,-0.954055,-0.386811,0.894107,-0.74783,0.280439,0.709976,0.196863,-0.61525,0.108158,0.681762,-0.510331,-0.273004,0.692359,-0.144238,-0.652153,-0.107628,0.423945,-0.488248,-0.223753,0.548778,-0.094595,-0.799893,0.107044,0.120619,-0.550197,0.190883,0.571056,0.184865,-0.776713,0.087156,0.683101,-0.67653,-0.128815,0.615495,-0.262758,-0.7318,-0.083054,0.393755,-0.64776,-0.083519,0.822336,-0.068554,-0.558648,0.129289,0.065515,-0.593412,-0.150472,0.563282,-0.036227,-0.811639,0.023667,0.014579,-0.526647,0.01202,0.827997,0.055673,-0.557832,0.026936,-0.01355,-0.638393
2679,22.325,-0.085439,0.657378,-0.069398,-0.745479,0.096289,0.683878,-0.593517,-0.097051,0.64308,-0.116149,-0.750692,0.081466,0.750899,-0.591035,-0.169324,0.624563,-0.17376,-0.742333,0.021172,0.943207,-0.591773,0.140773,0.644404,0.085218,-0.74677,-0.078842,1.131159,-0.584457,0.124107,0.646779,0.098666,-0.746016,-0.055292,1.255082,-0.594959,-0.164387,0.696604,-0.262058,-0.647337,-0.061255,1.109438,-0.552304,-0.441963,0.876573,-0.14329,-0.125527,-0.069777,1.11815,-0.474238,-0.068953,0.974831,0.020472,0.211026,-0.245854,0.893004,-0.368583,0.168001,0.983017,0.047816,0.056268,-0.399443,0.873857,-0.44245,-0.228131,0.629706,-0.120854,-0.73268,-0.071921,1.10633,-0.618263,-0.154932,0.156362,-0.518504,-0.826257,-0.085963,1.115038,-0.695527,0.307516,-0.213081,-0.004368,-0.927368,-0.211939,0.868705,-0.823223,0.279689,-0.099845,0.054181,-0.953346,-0.385279,0.891516,-0.7476,0.275746,0.709514,0.195399,-0.618363,0.106849,0.683136,-0.510426,-0.272442,0.69438,-0.144226,-0.650239,-0.106409,0.423174,-0.488949,-0.221633,0.550384,-0.09413,-0.799435,0.108157,0.119268,-0.550033,0.185405,0.572485,0.178804,-0.778405,0.085728,0.684621,-0.676609,-0.132848,0.636325,-0.257102,-0.715081,-0.079584,0.3924,-0.648335,-0.083428,0.822076,-0.068405,-0.559063,0.129406,0.065468,-0.593504,-0.147077,0.565341,-0.034723,-0.810896,0.024311,0.013594,-0.526506,0.012065,0.827852,0.055469,-0.558068,0.026983,-0.013562,-0.638387
2680,22.333333,-0.086374,0.657038,-0.069223,-0.745687,0.095131,0.685157,-0.593579,-0.097774,0.641899,-0.115847,-0.751655,0.080244,0.752159,-0.590979,-0.167545,0.623557,-0.175107,-0.743265,0.019752,0.944769,-0.591327,0.141373,0.642924,0.090355,-0.747328,-0.080213,1.132776,-0.584791,0.124227,0.646581,0.097578,-0.74631,-0.055575,1.25664,-0.594579,-0.165518,0.694799,-0.258929,-0.650241,-0.062579,1.111212,-0.552558,-0.447087,0.873663,-0.146549,-0.123896,-0.070447,1.119645,-0.474393,-0.073143,0.974663,0.019525,0.210478,-0.243996,0.892658,-0.368493,0.169267,0.982992,0.045218,0.055052,-0.397475,0.872055,-0.442171,-0.228099,0.631637,-0.12066,-0.731059,-0.07335,1.107777,-0.618483,-0.152845,0.154619,-0.523669,-0.823712,-0.087015,1.116605,-0.695802,0.310967,-0.209336,-0.009615,-0.92703,-0.210041,0.868121,-0.822202,0.283166,-0.095508,0.055674,-0.952678,-0.383713,0.888905,-0.747329,0.27085,0.709954,0.193258,-0.620691,0.10577,0.684297,-0.510499,-0.270685,0.696357,-0.144095,-0.648887,-0.104638,0.42197,-0.48967,-0.217963,0.55386,-0.094461,-0.798003,0.109229,0.117591,-0.549378,0.183229,0.572128,0.176354,-0.779741,0.084491,0.686016,-0.676659,-0.132926,0.638557,-0.255966,-0.713482,-0.078812,0.392669,-0.648374,-0.082928,0.821991,-0.068412,-0.559262,0.129457,0.065454,-0.593567,-0.141855,0.568463,-0.033067,-0.809712,0.024692,0.012435,-0.526,0.008058,0.826193,0.051878,-0.560936,0.026953,-0.013519,-0.638366
2681,22.341667,-0.085812,0.657027,-0.068378,-0.745839,0.093639,0.686674,-0.593604,-0.097981,0.641099,-0.114717,-0.752483,0.078888,0.753705,-0.590983,-0.166188,0.622889,-0.175373,-0.744067,0.01866,0.946464,-0.590905,0.141295,0.642273,0.090684,-0.747862,-0.081041,1.134624,-0.584763,0.125639,0.646054,0.099258,-0.746309,-0.056342,1.258568,-0.594496,-0.167011,0.693812,-0.257194,-0.651601,-0.06339,1.113129,-0.552494,-0.451283,0.871344,-0.14865,-0.122503,-0.0709,1.121301,-0.474266,-0.081406,0.973903,0.027999,0.210007,-0.242361,0.89275,-0.368328,0.176402,0.982154,0.041739,0.050132,-0.395739,0.869992,-0.442086,-0.227441,0.632311,-0.121265,-0.730581,-0.07426,1.109521,-0.618394,-0.151824,0.152741,-0.528649,-0.821066,-0.087768,1.118246,-0.695751,0.314251,-0.205239,-0.015306,-0.926763,-0.207951,0.867845,-0.821097,0.285857,-0.090613,0.056222,-0.95232,-0.382029,0.886363,-0.747034,0.263889,0.707044,0.195423,-0.626307,0.1043,0.685772,-0.510527,-0.267869,0.696419,-0.146237,-0.649508,-0.103905,0.421504,-0.492264,-0.217781,0.551069,-0.087706,-0.800751,0.109377,0.116184,-0.54966,0.185189,0.570933,0.177579,-0.779876,0.082978,0.687575,-0.67668,-0.12794,0.616096,-0.260835,-0.732136,-0.081591,0.395007,-0.647678,-0.082618,0.821847,-0.068384,-0.559523,0.129535,0.065427,-0.593644,-0.140379,0.570287,-0.028435,-0.808862,0.024007,0.011773,-0.525971,0.00843,0.826196,0.051718,-0.56094,0.026962,-0.013506,-0.638358
2682,22.35,-0.085829,0.65683,-0.067801,-0.746064,0.0923,0.688027,-0.593589,-0.097886,0.640567,-0.113421,-0.753145,0.077607,0.755069,-0.590911,-0.165656,0.62238,-0.175733,-0.744526,0.017771,0.94801,-0.590476,0.141831,0.641658,0.091831,-0.748148,-0.081901,1.136191,-0.584527,0.126366,0.645666,0.099489,-0.746491,-0.05686,1.260277,-0.594194,-0.16798,0.69243,-0.255944,-0.653311,-0.06422,1.114744,-0.552242,-0.456081,0.86868,-0.151425,-0.12023,-0.071326,1.122787,-0.473963,-0.082574,0.974214,0.021327,0.208886,-0.240469,0.892426,-0.368222,0.172855,0.982904,0.038211,0.050604,-0.393823,0.868784,-0.441451,-0.227345,0.632248,-0.121514,-0.730624,-0.075158,1.111034,-0.618125,-0.151142,0.151281,-0.533455,-0.818349,-0.088668,1.119718,-0.695487,0.317109,-0.201416,-0.020711,-0.926523,-0.206011,0.867597,-0.820075,0.287897,-0.086383,0.055756,-0.952126,-0.380459,0.883984,-0.746704,0.261672,0.709365,0.189483,-0.626439,0.103018,0.687056,-0.510521,-0.268184,0.699838,-0.143743,-0.646253,-0.10205,0.420463,-0.490636,-0.213177,0.557486,-0.090241,-0.797259,0.11071,0.11473,-0.548248,0.181812,0.566315,0.176506,-0.784268,0.081583,0.688997,-0.676658,-0.128866,0.6199,-0.260246,-0.728965,-0.08108,0.395337,-0.64793,-0.082624,0.821617,-0.068314,-0.559868,0.129645,0.065433,-0.593747,-0.134874,0.575452,-0.028519,-0.806133,0.024632,0.010769,-0.52515,0.012567,0.827653,0.054613,-0.558435,0.027029,-0.013489,-0.638377
2683,22.358333,-0.085901,0.656614,-0.067217,-0.746298,0.090953,0.689353,-0.593503,-0.097939,0.640243,-0.11242,-0.753564,0.076314,0.756405,-0.590759,-0.164749,0.622277,-0.17531,-0.744913,0.016679,0.949705,-0.590017,0.142446,0.641258,0.0926,-0.74828,-0.082641,1.138077,-0.584209,0.127125,0.645302,0.09971,-0.746648,-0.057382,1.261979,-0.593861,-0.169356,0.691632,-0.254803,-0.654247,-0.064985,1.11663,-0.551911,-0.458151,0.86811,-0.146721,-0.122293,-0.071824,1.124463,-0.473587,-0.090064,0.973509,0.0233,0.208867,-0.239509,0.893005,-0.367919,0.170359,0.983483,0.037577,0.04824,-0.391994,0.867178,-0.441101,-0.226193,0.632409,-0.122729,-0.730639,-0.07596,1.112875,-0.617785,-0.150486,0.149849,-0.538166,-0.815645,-0.089391,1.121309,-0.695188,0.319024,-0.197187,-0.026007,-0.926642,-0.203921,0.867534,-0.819034,0.289707,-0.082268,0.054652,-0.952006,-0.378753,0.881682,-0.74651,0.254445,0.706271,0.19096,-0.632435,0.101732,0.688308,-0.510443,-0.266915,0.704398,-0.143422,-0.64188,-0.100746,0.41958,-0.492889,-0.211373,0.557641,-0.089144,-0.797754,0.111235,0.113981,-0.548666,0.181118,0.571017,0.173548,-0.781676,0.080175,0.690399,-0.676563,-0.12846,0.61916,-0.260008,-0.72975,-0.080931,0.395872,-0.647939,-0.082258,0.821511,-0.068513,-0.560053,0.129704,0.065432,-0.59383,-0.133991,0.577055,-0.029103,-0.805113,0.02476,0.010401,-0.525339,0.01286,0.827504,0.054373,-0.558674,0.027042,-0.013486,-0.638364
