Frame,Time (Seconds),X.3,Y.3,Z.3
0,0.0,-0.058627,0.57162,0.575907
1,0.008333,-0.058671,0.571451,0.575561
2,0.016667,-0.0586,0.571516,0.575447
3,0.025,-0.058512,0.571534,0.575318
4,0.033333,-0.058454,0.571578,0.575209
5,0.041667,-0.058401,0.571617,0.575075
6,0.05,-0.058226,0.571819,0.57506
7,0.058333,-0.058334,0.571716,0.574839
8,0.066667,-0.058193,0.572002,0.574905
9,0.075,-0.05816,0.572043,0.574779
10,0.083333,-0.058131,0.572066,0.574651
11,0.091667,-0.058139,0.572112,0.574549
12,0.1,-0.058135,0.572144,0.57444
13,0.108333,-0.058152,0.572196,0.57439
14,0.116667,-0.058134,0.572199,0.574271
15,0.125,-0.058156,0.57222,0.574177
16,0.133333,-0.058157,0.572207,0.574071
17,0.141667,-0.058194,0.572223,0.574001
18,0.15,-0.058182,0.572171,0.57383
19,0.158333,-0.058239,0.572177,0.573826
20,0.166667,-0.058265,0.57217,0.573755
21,0.175,-0.058306,0.572175,0.573709
22,0.183333,-0.058293,0.572108,0.573543
23,0.191667,-0.058333,0.572114,0.573546
24,0.2,-0.058335,0.57207,0.573435
25,0.208333,-0.058388,0.572065,0.573457
26,0.216667,-0.058411,0.572032,0.573411
27,0.225,-0.058427,0.571966,0.573319
28,0.233333,-0.058483,0.571945,0.573351
29,0.241667,-0.058517,0.571915,0.573325
30,0.25,-0.058563,0.571871,0.573308
31,0.258333,-0.058601,0.571818,0.573301
32,0.266667,-0.058652,0.571761,0.57329
33,0.275,-0.058702,0.571723,0.573285
34,0.283333,-0.058761,0.57167,0.573286
35,0.291667,-0.058913,0.571344,0.573028
36,0.3,-0.05899,0.571278,0.573045
37,0.308333,-0.058949,0.571468,0.573341
38,0.316667,-0.0591,0.57129,0.573144
39,0.325,-0.05917,0.57122,0.573151
40,0.333333,-0.059295,0.57118,0.573165
41,0.341667,-0.059395,0.571146,0.573169
42,0.35,-0.059497,0.571101,0.573184
43,0.358333,-0.059603,0.571076,0.573171
44,0.366667,-0.059768,0.570941,0.573091
45,0.375,-0.059866,0.570943,0.573073
46,0.383333,-0.059991,0.570939,0.57307
47,0.391667,-0.060088,0.570962,0.573067
48,0.4,-0.060161,0.570974,0.573058
49,0.408333,-0.06024,0.570994,0.573052
50,0.416667,-0.060303,0.571044,0.573059
51,0.425,-0.060362,0.571063,0.573041
52,0.433333,-0.06043,0.571122,0.573052
53,0.441667,-0.060475,0.571177,0.573014
54,0.45,-0.060548,0.571224,0.573042
55,0.458333,-0.060601,0.571284,0.573026
56,0.466667,-0.060511,0.571574,0.573182
57,0.475,-0.060683,0.571397,0.572987
