Frame,Time (Seconds),X.3,Y.3,Z.3
333,2.775,0.587429,0.805093,0.696244
334,2.783333,0.588378,0.804875,0.696318
335,2.791667,0.588399,0.80487,0.696286
336,2.8,0.588426,0.804872,0.696243
337,2.808333,0.587456,0.805124,0.696113
338,2.816667,0.588462,0.804863,0.696199
339,2.825,0.587417,0.805154,0.69609
340,2.833333,0.58745,0.805133,0.696044
341,2.841667,0.587419,0.805147,0.696033
342,2.85,0.58736,0.805166,0.696009
343,2.858333,0.58733,0.805218,0.695975
344,2.866667,0.587314,0.805183,0.695993
345,2.875,0.58739,0.805127,0.695977
346,2.883333,0.58733,0.805163,0.695967
347,2.891667,0.587326,0.805156,0.695962
348,2.9,0.587328,0.805145,0.695946
349,2.908333,0.58732,0.80514,0.695942
350,2.916667,0.587374,0.805107,0.695923
351,2.925,0.587302,0.805133,0.695921
352,2.933333,0.587312,0.805115,0.695922
353,2.941667,0.587377,0.805074,0.695903
354,2.95,0.587334,0.80509,0.695902
355,2.958333,0.587349,0.805076,0.695888
356,2.966667,0.587384,0.805051,0.69588
357,2.975,0.587365,0.805056,0.695875
358,2.983333,0.587333,0.805071,0.695871
359,2.991667,0.587427,0.805022,0.695838
360,3.0,0.587443,0.805008,0.695841
361,3.008333,0.587491,0.804977,0.695862
362,3.016667,0.587541,0.80495,0.695862
363,3.025,0.587558,0.804935,0.695831
364,3.033333,0.587565,0.804918,0.695862
365,3.041667,0.587617,0.80489,0.695855
366,3.05,0.587706,0.804877,0.695853
367,3.058333,0.587733,0.804863,0.695856
368,3.066667,0.587829,0.804815,0.695856
369,3.075,0.587886,0.804799,0.695824
370,3.083333,0.587932,0.804722,0.695815
371,3.091667,0.587942,0.804769,0.695796
372,3.1,0.58716,0.805664,0.696044
373,3.108333,0.587137,0.805644,0.695996
374,3.116667,0.587141,0.805622,0.696
375,3.125,0.587123,0.805658,0.696076
376,3.133333,0.587138,0.805629,0.696055
377,3.141667,0.587115,0.805622,0.696016
378,3.15,0.587117,0.805606,0.69602
379,3.158333,0.587132,0.805588,0.696048
380,3.166667,0.587113,0.805588,0.696018
381,3.175,0.587122,0.805568,0.696052
382,3.183333,0.587105,0.805559,0.696046
383,3.191667,0.587089,0.805559,0.696049
384,3.2,0.587065,0.805554,0.696015
385,3.208333,0.587058,0.805542,0.696006
386,3.216667,0.587064,0.805529,0.696052
387,3.225,0.587045,0.805521,0.696061
388,3.233333,0.587039,0.805504,0.696065
389,3.241667,0.58702,0.805497,0.69607
390,3.25,0.587006,0.805463,0.696029
391,3.258333,0.586987,0.805471,0.696038
392,3.266667,0.58697,0.805444,0.696029
393,3.275,0.586943,0.80546,0.696028
394,3.283333,0.58695,0.805453,0.696051
395,3.291667,0.586931,0.805439,0.696007
396,3.3,0.586916,0.805445,0.695999
397,3.308333,0.586912,0.805436,0.695994
398,3.316667,0.586897,0.805441,0.695989
399,3.325,0.586897,0.805417,0.695974
400,3.333333,0.586886,0.805418,0.695968
401,3.341667,0.586888,0.805424,0.696006
402,3.35,0.586869,0.805419,0.695957
403,3.358333,0.586859,0.805425,0.695956
404,3.366667,0.586865,0.805401,0.695944
405,3.375,0.586871,0.805404,0.695931
406,3.383333,0.586883,0.8054,0.695927
407,3.391667,0.586872,0.805405,0.695921
408,3.4,0.586877,0.80541,0.695911
409,3.408333,0.586888,0.805398,0.695898
410,3.416667,0.586897,0.805379,0.69588
411,3.425,0.586903,0.805388,0.695876
412,3.433333,0.586914,0.805376,0.695862
413,3.441667,0.586926,0.80536,0.695861
414,3.45,0.586942,0.805351,0.69584
415,3.458333,0.586958,0.805356,0.695869
416,3.466667,0.586995,0.805341,0.695845
417,3.475,0.587014,0.80533,0.695829
418,3.483333,0.587031,0.805335,0.695814
419,3.491667,0.587059,0.805333,0.695789
420,3.5,0.58709,0.805314,0.695771
421,3.508333,0.587127,0.805289,0.695745
422,3.516667,0.587164,0.805276,0.695733
423,3.525,0.587182,0.805263,0.695671
424,3.533333,0.587202,0.805273,0.695657
425,3.541667,0.587277,0.805238,0.695619
426,3.55,0.587303,0.805243,0.695605
427,3.558333,0.587354,0.805218,0.695617
428,3.566667,0.587363,0.805206,0.695526
429,3.575,0.587407,0.805197,0.695503
430,3.583333,0.58747,0.80517,0.695548
431,3.591667,0.587508,0.805167,0.695539
432,3.6,0.588296,0.804289,0.695241
433,3.608333,0.58833,0.804285,0.695232
434,3.616667,0.588374,0.804266,0.695224
435,3.625,0.588402,0.804267,0.695216
436,3.633333,0.588454,0.804258,0.695251
437,3.641667,0.5885,0.804228,0.695251
438,3.65,0.588533,0.804209,0.69525
439,3.658333,0.58856,0.804199,0.695254
440,3.666667,0.58859,0.804177,0.695262
441,3.675,0.588622,0.804151,0.695273
442,3.683333,0.588649,0.804127,0.695277
443,3.691667,0.58867,0.804122,0.695276
444,3.7,0.588704,0.804098,0.695268
445,3.708333,0.588719,0.804092,0.695238
446,3.716667,0.588736,0.804083,0.695248
447,3.725,0.588758,0.804078,0.695254
448,3.733333,0.588777,0.804053,0.695258
449,3.741667,0.588807,0.804026,0.69526
450,3.75,0.588822,0.804,0.695265
451,3.758333,0.588855,0.803965,0.695294
452,3.766667,0.588883,0.803933,0.695278
453,3.775,0.588913,0.803904,0.695281
454,3.783333,0.58893,0.803879,0.695286
455,3.791667,0.588951,0.803857,0.695321
456,3.8,0.588954,0.803851,0.695295
457,3.808333,0.588962,0.803788,0.695319
458,3.816667,0.589019,0.80374,0.695351
459,3.825,0.589011,0.803758,0.695296
460,3.833333,0.589055,0.803698,0.695307
461,3.841667,0.589049,0.803728,0.695298
462,3.85,0.58907,0.803656,0.695317
463,3.858333,0.58909,0.803688,0.695285
464,3.866667,0.589122,0.803621,0.695272
465,3.875,0.589149,0.803605,0.695286
466,3.883333,0.589164,0.803648,0.695221
467,3.891667,0.589163,0.803641,0.695192
468,3.9,0.589165,0.803634,0.695181
469,3.908333,0.589205,0.803616,0.695166
470,3.916667,0.589208,0.803652,0.695158
471,3.925,0.589259,0.803588,0.695099
472,3.933333,0.589308,0.803561,0.69511
473,3.941667,0.589317,0.803553,0.695068
474,3.95,0.589417,0.8035,0.695066
475,3.958333,0.589424,0.803498,0.695049
476,3.966667,0.589512,0.803398,0.695092
477,3.975,0.589534,0.803398,0.695047
478,3.983333,0.589554,0.803376,0.695029
479,3.991667,0.589594,0.803365,0.695017
480,4.0,0.589648,0.80338,0.694977
481,4.008333,0.589701,0.803296,0.694988
482,4.016667,0.589709,0.803302,0.694955
483,4.025,0.589733,0.803336,0.694922
484,4.033333,0.589773,0.803265,0.694933
485,4.041667,0.589837,0.8032,0.694895
486,4.05,0.589873,0.803197,0.69484
487,4.058333,0.589919,0.803171,0.69487
488,4.066667,0.589593,0.80361,0.694806
489,4.075,0.59,0.803112,0.694796
490,4.083333,0.590054,0.803067,0.694777
491,4.091667,0.590078,0.803051,0.694773
492,4.1,0.590148,0.80301,0.694757
493,4.108333,0.590191,0.802971,0.694754
494,4.116667,0.590242,0.802948,0.69476
495,4.125,0.59027,0.802932,0.694736
496,4.133333,0.590313,0.802873,0.694743
497,4.141667,0.590367,0.802843,0.694732
498,4.15,0.590397,0.802821,0.694726
499,4.158333,0.590434,0.802788,0.694725
500,4.166667,0.590475,0.802752,0.694715
501,4.175,0.590492,0.802719,0.694704
502,4.183333,0.590538,0.802663,0.6947
